[1650, 1275]
[chapter-title, [178.0, 143.0, 280.0, 58.5], sTwGXLEZRg, 5703603]
[author, [885.0, 221.0, 195.0, 36.0], XqVXdIkpYT, 5703603]
[paragraph, [187.0, 328.0, 904.0, 36.0], shoonya_0s55V3LEAC0L4U, 5703603]
[paragraph, [187.0, 364.0, 904.0, 36.0], shoonya_0s55V3LEAC0L4U, 5703603]
[paragraph, [187.0, 400.0, 904.0, 36.0], shoonya_0s55V3LEAC0L4U, 5703603]
[paragraph, [187.0, 436.0, 904.0, 36.0], shoonya_0s55V3LEAC0L4U, 5703603]
[paragraph, [187.0, 472.0, 904.0, 36.0], shoonya_0s55V3LEAC0L4U, 5703603]
[paragraph, [187.0, 508.0, 904.0, 36.0], shoonya_0s55V3LEAC0L4U, 5703603]
[paragraph, [187.0, 544.0, 904.0, 36.0], shoonya_0s55V3LEAC0L4U, 5703603]
[paragraph, [187.0, 580.0, 904.0, 36.0], shoonya_0s55V3LEAC0L4U, 5703603]
[paragraph, [186.0, 641.0, 904.0, 36.0], shoonya_3sZLPVFVHMWDYS, 5703603]
[paragraph, [186.0, 677.0, 904.0, 36.0], shoonya_3sZLPVFVHMWDYS, 5703603]
[paragraph, [186.0, 713.0, 904.0, 36.0], shoonya_3sZLPVFVHMWDYS, 5703603]
[paragraph, [186.0, 749.0, 904.0, 36.0], shoonya_3sZLPVFVHMWDYS, 5703603]
[paragraph, [186.0, 785.0, 904.0, 36.0], shoonya_3sZLPVFVHMWDYS, 5703603]
[paragraph, [186.0, 821.0, 904.0, 36.0], shoonya_3sZLPVFVHMWDYS, 5703603]
[paragraph, [185.0, 1042.0, 906.0, 36.0], shoonya_1sL3Q71EPRAH02, 5703603]
[paragraph, [185.0, 1078.0, 906.0, 36.0], shoonya_1sL3Q71EPRAH02, 5703603]
[paragraph, [185.0, 1114.0, 906.0, 36.0], shoonya_1sL3Q71EPRAH02, 5703603]
[paragraph, [185.0, 1150.0, 906.0, 36.0], shoonya_1sL3Q71EPRAH02, 5703603]
[paragraph, [185.0, 1186.0, 906.0, 36.0], shoonya_1sL3Q71EPRAH02, 5703603]
[paragraph, [185.0, 1222.0, 906.0, 36.0], shoonya_1sL3Q71EPRAH02, 5703603]
[paragraph, [185.0, 1258.0, 906.0, 36.0], shoonya_1sL3Q71EPRAH02, 5703603]
[paragraph, [185.0, 1294.0, 906.0, 36.0], shoonya_1sL3Q71EPRAH02, 5703603]
[paragraph, [185.0, 1330.0, 906.0, 36.0], shoonya_1sL3Q71EPRAH02, 5703603]
[paragraph, [187.0, 1407.0, 900.0, 36.0], shoonya_4sDELF94524J0R, 5703603]
[paragraph, [187.0, 1443.0, 900.0, 36.0], shoonya_4sDELF94524J0R, 5703603]
