[2481, 1654]
[folio, [334.0, 97.0, 148.0, 36.0], tjmPY_VNdU, 5720891]
[paragraph, [228.0, 214.0, 1268.0, 36.0], shoonya_1s4NA8QFQN5851, 5720891]
[paragraph, [228.0, 250.0, 1268.0, 36.0], shoonya_1s4NA8QFQN5851, 5720891]
[paragraph, [228.0, 286.0, 1268.0, 36.0], shoonya_1s4NA8QFQN5851, 5720891]
[paragraph, [228.0, 322.0, 1268.0, 36.0], shoonya_1s4NA8QFQN5851, 5720891]
[paragraph, [228.0, 358.0, 1268.0, 36.0], shoonya_1s4NA8QFQN5851, 5720891]
[paragraph, [228.0, 394.0, 1268.0, 36.0], shoonya_1s4NA8QFQN5851, 5720891]
[paragraph, [221.0, 432.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 468.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 504.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 540.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 576.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 612.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 648.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 684.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 720.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 756.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 792.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 828.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 864.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 900.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 936.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 972.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 1008.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 1044.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 1080.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 1116.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 1152.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [221.0, 1188.0, 1279.0, 36.0], ksX-cs93Zd, 5720891]
[paragraph, [228.0, 1236.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [228.0, 1272.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [228.0, 1308.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [228.0, 1344.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [228.0, 1380.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [228.0, 1416.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [228.0, 1452.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [228.0, 1488.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [228.0, 1524.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [228.0, 1560.0, 1272.0, 36.0], shoonya_3sAN5UM5JEC4YS, 5720891]
[paragraph, [283.0, 1604.0, 1184.0, 36.0], ABJp_ypilU, 5720891]
[paragraph, [283.0, 1660.0, 504.0, 36.0], Hltc1ZfjES, 5720891]
[paragraph, [219.0, 1713.0, 1273.0, 36.0], j2KmTOlln4, 5720891]
[paragraph, [219.0, 1749.0, 1273.0, 36.0], j2KmTOlln4, 5720891]
[paragraph, [219.0, 1785.0, 1273.0, 36.0], j2KmTOlln4, 5720891]
[paragraph, [219.0, 1821.0, 1273.0, 36.0], j2KmTOlln4, 5720891]
[paragraph, [219.0, 1857.0, 1273.0, 36.0], j2KmTOlln4, 5720891]
[paragraph, [222.0, 1926.0, 1273.0, 36.0], shoonya_2sE939QZXPHG95, 5720891]
[paragraph, [222.0, 1962.0, 1273.0, 36.0], shoonya_2sE939QZXPHG95, 5720891]
[paragraph, [222.0, 1998.0, 1273.0, 36.0], shoonya_2sE939QZXPHG95, 5720891]
[paragraph, [222.0, 2034.0, 1273.0, 36.0], shoonya_2sE939QZXPHG95, 5720891]
[paragraph, [225.0, 2086.0, 1261.0, 36.0], DF7HrnSi5V, 5720891]
[paragraph, [225.0, 2122.0, 1261.0, 36.0], DF7HrnSi5V, 5720891]
