[1358, 823]
[folio, [101.0, 59.0, 115.0, 18.0], loMneCdZB-, 5782283]
[folio, [101.0, 77.0, 115.0, 18.0], loMneCdZB-, 5782283]
[folio, [286.0, 119.0, 270.0, 18.0], shoonya_1s3KXISM21M3EK, 5782283]
[paragraph, [94.0, 154.0, 648.0, 18.0], jvX98wxn3g, 5782283]
[paragraph, [94.0, 172.0, 648.0, 18.0], jvX98wxn3g, 5782283]
[ordered-list, [77.0, 204.0, 680.0, 18.0], wSJ4v9lcPt, 5782283]
[ordered-list, [77.0, 222.0, 680.0, 18.0], wSJ4v9lcPt, 5782283]
[ordered-list, [77.0, 240.0, 680.0, 18.0], wSJ4v9lcPt, 5782283]
[ordered-list, [77.0, 258.0, 680.0, 18.0], wSJ4v9lcPt, 5782283]
[ordered-list, [77.0, 276.0, 680.0, 18.0], wSJ4v9lcPt, 5782283]
[ordered-list, [77.0, 294.0, 680.0, 18.0], wSJ4v9lcPt, 5782283]
[ordered-list, [76.0, 323.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 341.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 359.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 377.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 395.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 413.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 431.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 449.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 467.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 485.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 503.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 521.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 539.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 557.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 575.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 593.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 611.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 629.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 647.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 665.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 683.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 701.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 719.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 737.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 755.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 773.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 791.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 809.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 827.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 845.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 863.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 881.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 899.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 917.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 935.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 953.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 971.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 989.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1007.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1025.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1043.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1061.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1079.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1097.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1115.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1133.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1151.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1169.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1187.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1205.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[ordered-list, [76.0, 1223.0, 682.0, 18.0], cQhtpVoJhW, 5782283]
[sub-ordered-list, [83.0, 632.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 650.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 668.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 686.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 704.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 722.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 740.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 758.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 776.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 794.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 812.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 830.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 848.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 866.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 884.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 902.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 920.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 938.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 956.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 974.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 992.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1010.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
