[2230, 1630]
[chapter-title, [511.0, 81.0, 602.0, 70.5], shoonya_0sU8WEB9ISJJWJ, 5757954]
[paragraph, [108.0, 235.0, 1423.0, 36.0], shoonya_2sOZ5M0PWR5HBR, 5757954]
[paragraph, [108.0, 271.0, 1423.0, 36.0], shoonya_2sOZ5M0PWR5HBR, 5757954]
[paragraph, [108.0, 307.0, 1423.0, 36.0], shoonya_2sOZ5M0PWR5HBR, 5757954]
[paragraph, [108.0, 343.0, 1423.0, 36.0], shoonya_2sOZ5M0PWR5HBR, 5757954]
[paragraph, [108.0, 379.0, 1423.0, 36.0], shoonya_2sOZ5M0PWR5HBR, 5757954]
[paragraph, [108.0, 415.0, 1423.0, 36.0], shoonya_2sOZ5M0PWR5HBR, 5757954]
[paragraph, [99.0, 444.0, 1428.0, 36.0], T0p79N30JJ, 5757954]
[paragraph, [99.0, 480.0, 1428.0, 36.0], T0p79N30JJ, 5757954]
[paragraph, [99.0, 516.0, 1428.0, 36.0], T0p79N30JJ, 5757954]
[paragraph, [99.0, 552.0, 1428.0, 36.0], T0p79N30JJ, 5757954]
[paragraph, [99.0, 588.0, 1428.0, 36.0], T0p79N30JJ, 5757954]
[paragraph, [99.0, 624.0, 1428.0, 36.0], T0p79N30JJ, 5757954]
[paragraph, [99.0, 660.0, 1428.0, 36.0], T0p79N30JJ, 5757954]
[paragraph, [99.0, 696.0, 1428.0, 36.0], T0p79N30JJ, 5757954]
[paragraph, [99.0, 732.0, 1428.0, 36.0], T0p79N30JJ, 5757954]
[paragraph, [95.0, 797.0, 1426.0, 36.0], UjQ4b788xM, 5757954]
[paragraph, [95.0, 833.0, 1426.0, 36.0], UjQ4b788xM, 5757954]
[paragraph, [95.0, 869.0, 1426.0, 36.0], UjQ4b788xM, 5757954]
[paragraph, [95.0, 905.0, 1426.0, 36.0], UjQ4b788xM, 5757954]
[paragraph, [95.0, 941.0, 1426.0, 36.0], UjQ4b788xM, 5757954]
[paragraph, [91.0, 970.0, 1448.0, 36.0], UaBSXIN57Q, 5757954]
[paragraph, [91.0, 1006.0, 1448.0, 36.0], UaBSXIN57Q, 5757954]
[paragraph, [91.0, 1042.0, 1448.0, 36.0], UaBSXIN57Q, 5757954]
