[2339, 1653]
[folio, [266.0, 202.0, 254.0, 36.0], BvqMHzIjIe, 5655157]
[folio, [266.0, 238.0, 254.0, 36.0], BvqMHzIjIe, 5655157]
[paragraph, [273.0, 297.0, 1106.0, 36.0], shoonya_0sUC7JIN3E3RYY, 5655157]
[paragraph, [273.0, 333.0, 1106.0, 36.0], shoonya_0sUC7JIN3E3RYY, 5655157]
[paragraph, [273.0, 369.0, 1106.0, 36.0], shoonya_0sUC7JIN3E3RYY, 5655157]
[paragraph, [273.0, 405.0, 1106.0, 36.0], shoonya_0sUC7JIN3E3RYY, 5655157]
[paragraph, [273.0, 441.0, 1106.0, 36.0], shoonya_0sUC7JIN3E3RYY, 5655157]
[paragraph, [273.0, 477.0, 1106.0, 36.0], shoonya_0sUC7JIN3E3RYY, 5655157]
[paragraph, [273.0, 513.0, 1106.0, 36.0], shoonya_0sUC7JIN3E3RYY, 5655157]
[paragraph, [273.0, 549.0, 1106.0, 36.0], shoonya_0sUC7JIN3E3RYY, 5655157]
[paragraph, [273.0, 585.0, 1106.0, 36.0], shoonya_0sUC7JIN3E3RYY, 5655157]
[paragraph, [272.0, 664.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 700.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 736.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 772.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 808.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 844.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 880.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 916.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 952.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 988.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1024.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1060.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1096.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1132.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1168.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1204.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1240.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1276.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1312.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1348.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1384.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1420.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1456.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1492.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1528.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1564.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1600.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1636.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1672.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1708.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1744.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1780.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1816.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [272.0, 1852.0, 1093.0, 36.0], shoonya_1sB8CKV0F7GUOU, 5655157]
[paragraph, [274.0, 1909.0, 1097.0, 36.0], shoonya_3s6RYFTK7WFF9R, 5655157]
[paragraph, [274.0, 1945.0, 1097.0, 36.0], shoonya_3s6RYFTK7WFF9R, 5655157]
[paragraph, [274.0, 1981.0, 1097.0, 36.0], shoonya_3s6RYFTK7WFF9R, 5655157]
[paragraph, [274.0, 2017.0, 1097.0, 36.0], shoonya_3s6RYFTK7WFF9R, 5655157]
