[2078, 1431]
[headline, [346.0, 96.0, 718.0, 67.5], kouXc1ZeXl, 5654677]
[headline, [346.0, 163.5, 718.0, 67.5], kouXc1ZeXl, 5654677]
[headline, [346.0, 231.0, 718.0, 67.5], kouXc1ZeXl, 5654677]
[author, [550.0, 357.0, 282.0, 36.0], lBSbEpSlxs, 5654677]
[sidebar, [57.0, 428.0, 1273.0, 36.0], rpXxDTUFyS, 5654677]
[sidebar, [57.0, 464.0, 1273.0, 36.0], rpXxDTUFyS, 5654677]
[sidebar, [57.0, 500.0, 1273.0, 36.0], rpXxDTUFyS, 5654677]
[sidebar, [57.0, 536.0, 1273.0, 36.0], rpXxDTUFyS, 5654677]
[paragraph, [78.0, 605.0, 623.0, 36.0], dKLkQ6vNZh, 5654677]
[paragraph, [78.0, 641.0, 623.0, 36.0], dKLkQ6vNZh, 5654677]
[paragraph, [705.0, 613.0, 618.0, 36.0], shoonya_15sKC5V9Y98DSM, 5654677]
[paragraph, [705.0, 649.0, 618.0, 36.0], shoonya_15sKC5V9Y98DSM, 5654677]
[paragraph, [916.0, 695.0, 415.0, 36.0], shoonya_9sABYCD20UEDMF, 5654677]
[paragraph, [916.0, 731.0, 415.0, 36.0], shoonya_9sABYCD20UEDMF, 5654677]
[paragraph, [916.0, 767.0, 415.0, 36.0], shoonya_9sABYCD20UEDMF, 5654677]
[paragraph, [916.0, 803.0, 415.0, 36.0], shoonya_9sABYCD20UEDMF, 5654677]
[paragraph, [916.0, 839.0, 415.0, 36.0], shoonya_9sABYCD20UEDMF, 5654677]
[paragraph, [916.0, 875.0, 415.0, 36.0], shoonya_9sABYCD20UEDMF, 5654677]
[paragraph, [49.0, 706.0, 428.0, 36.0], shoonya_12sT961J82DXUD, 5654677]
[paragraph, [49.0, 742.0, 428.0, 36.0], shoonya_12sT961J82DXUD, 5654677]
[paragraph, [49.0, 778.0, 428.0, 36.0], shoonya_12sT961J82DXUD, 5654677]
[paragraph, [49.0, 814.0, 428.0, 36.0], shoonya_12sT961J82DXUD, 5654677]
[paragraph, [49.0, 850.0, 428.0, 36.0], shoonya_12sT961J82DXUD, 5654677]
[paragraph, [49.0, 886.0, 428.0, 36.0], shoonya_12sT961J82DXUD, 5654677]
[paragraph, [49.0, 922.0, 428.0, 36.0], shoonya_12sT961J82DXUD, 5654677]
[paragraph, [49.0, 958.0, 428.0, 36.0], shoonya_12sT961J82DXUD, 5654677]
[paragraph, [49.0, 994.0, 428.0, 36.0], shoonya_12sT961J82DXUD, 5654677]
[paragraph, [923.0, 940.0, 404.0, 36.0], shoonya_8sWU9DBPGFPNC7, 5654677]
[paragraph, [923.0, 976.0, 404.0, 36.0], shoonya_8sWU9DBPGFPNC7, 5654677]
[paragraph, [708.0, 1016.0, 625.0, 36.0], shoonya_6sS15ETGFKI7JC, 5654677]
[paragraph, [708.0, 1052.0, 625.0, 36.0], shoonya_6sS15ETGFKI7JC, 5654677]
[paragraph, [708.0, 1088.0, 625.0, 36.0], shoonya_6sS15ETGFKI7JC, 5654677]
[paragraph, [56.0, 1031.0, 638.0, 36.0], shoonya_11s9G4NNRNY614, 5654677]
[paragraph, [56.0, 1067.0, 638.0, 36.0], shoonya_11s9G4NNRNY614, 5654677]
[paragraph, [56.0, 1103.0, 638.0, 36.0], shoonya_11s9G4NNRNY614, 5654677]
[paragraph, [815.0, 1141.0, 513.0, 36.0], shoonya_3sRXN13DH2TBOQ, 5654677]
[paragraph, [815.0, 1177.0, 513.0, 36.0], shoonya_3sRXN13DH2TBOQ, 5654677]
[paragraph, [815.0, 1213.0, 513.0, 36.0], shoonya_3sRXN13DH2TBOQ, 5654677]
[paragraph, [815.0, 1249.0, 513.0, 36.0], shoonya_3sRXN13DH2TBOQ, 5654677]
[paragraph, [56.0, 1153.0, 524.0, 36.0], shoonya_7sQAN6B05YZ82Y, 5654677]
[paragraph, [56.0, 1189.0, 524.0, 36.0], shoonya_7sQAN6B05YZ82Y, 5654677]
[paragraph, [56.0, 1225.0, 524.0, 36.0], shoonya_7sQAN6B05YZ82Y, 5654677]
[paragraph, [56.0, 1276.0, 530.0, 36.0], shoonya_10s06ZYOU4ZVFO, 5654677]
[paragraph, [56.0, 1312.0, 530.0, 36.0], shoonya_10s06ZYOU4ZVFO, 5654677]
[paragraph, [56.0, 1348.0, 530.0, 36.0], shoonya_10s06ZYOU4ZVFO, 5654677]
[paragraph, [56.0, 1384.0, 530.0, 36.0], shoonya_10s06ZYOU4ZVFO, 5654677]
[paragraph, [56.0, 1420.0, 530.0, 36.0], shoonya_10s06ZYOU4ZVFO, 5654677]
[paragraph, [56.0, 1456.0, 530.0, 36.0], shoonya_10s06ZYOU4ZVFO, 5654677]
[paragraph, [56.0, 1492.0, 530.0, 36.0], shoonya_10s06ZYOU4ZVFO, 5654677]
[paragraph, [816.0, 1299.0, 522.0, 36.0], shoonya_4sBEEUNOLK4WU3, 5654677]
[paragraph, [816.0, 1335.0, 522.0, 36.0], shoonya_4sBEEUNOLK4WU3, 5654677]
[paragraph, [816.0, 1371.0, 522.0, 36.0], shoonya_4sBEEUNOLK4WU3, 5654677]
[paragraph, [816.0, 1407.0, 522.0, 36.0], shoonya_4sBEEUNOLK4WU3, 5654677]
[paragraph, [816.0, 1443.0, 522.0, 36.0], shoonya_4sBEEUNOLK4WU3, 5654677]
[paragraph, [708.0, 1500.0, 640.0, 36.0], shoonya_16s5D2E7F1QSGE, 5654677]
[paragraph, [708.0, 1536.0, 640.0, 36.0], shoonya_16s5D2E7F1QSGE, 5654677]
[paragraph, [708.0, 1572.0, 640.0, 36.0], shoonya_16s5D2E7F1QSGE, 5654677]
[section-title, [55.0, 1541.0, 637.0, 52.5], xA2s-coAQ2, 5654677]
[paragraph, [52.0, 1572.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1608.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1644.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1680.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1716.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1752.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1788.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1824.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1860.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1896.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [52.0, 1932.0, 646.0, 36.0], shoonya_1sAC917Z4GKBY9, 5654677]
[paragraph, [705.0, 1672.0, 631.0, 36.0], shoonya_13sR1PU0OAXIR5, 5654677]
[paragraph, [705.0, 1708.0, 631.0, 36.0], shoonya_13sR1PU0OAXIR5, 5654677]
[paragraph, [705.0, 1744.0, 631.0, 36.0], shoonya_13sR1PU0OAXIR5, 5654677]
[paragraph, [705.0, 1780.0, 631.0, 36.0], shoonya_13sR1PU0OAXIR5, 5654677]
[paragraph, [705.0, 1816.0, 631.0, 36.0], shoonya_13sR1PU0OAXIR5, 5654677]
[paragraph, [705.0, 1852.0, 631.0, 36.0], shoonya_13sR1PU0OAXIR5, 5654677]
[paragraph, [705.0, 1888.0, 631.0, 36.0], shoonya_13sR1PU0OAXIR5, 5654677]
[paragraph, [705.0, 1924.0, 631.0, 36.0], shoonya_13sR1PU0OAXIR5, 5654677]
[folio, [1175.0, 1970.0, 89.0, 36.0], 9mJYMIZVZx, 5654677]
[folio, [530.0, 1992.0, 353.0, 36.0], 1IfPsw-A2v, 5654677]
[footnote, [371.0, 2029.0, 689.0, 36.0], pRBMuG__sy, 5654677]
