[2482, 1755]
[chapter-title, [975.0, 76.0, 677.0, 70.5], PIOl9v2hfr, 6473756]
[chapter-title, [975.0, 146.5, 677.0, 70.5], PIOl9v2hfr, 6473756]
[paragraph, [959.0, 273.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 309.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 345.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 381.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 417.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 453.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 489.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 525.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 561.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 597.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 633.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 669.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[paragraph, [959.0, 705.0, 701.0, 36.0], tX-qzSma7K, 6473756]
[section-title, [198.0, 765.0, 1377.0, 52.5], shoonya_3s5S733CYOZ85H, 6473756]
[section-title, [198.0, 817.5, 1377.0, 52.5], shoonya_3s5S733CYOZ85H, 6473756]
[sub-section-title, [164.0, 961.0, 1430.0, 55.5], 32HWDVzkvZ, 6473756]
[sub-section-title, [164.0, 1016.5, 1430.0, 55.5], 32HWDVzkvZ, 6473756]
[figure-caption, [124.0, 2195.0, 1538.0, 36.0], F7azooNlQT, 6473756]
[figure-caption, [124.0, 2231.0, 1538.0, 36.0], F7azooNlQT, 6473756]
[figure-caption, [124.0, 2267.0, 1538.0, 36.0], F7azooNlQT, 6473756]
[figure-caption, [124.0, 2303.0, 1538.0, 36.0], F7azooNlQT, 6473756]
[contact-info, [120.0, 2372.0, 1531.0, 36.0], shoonya_2s9T7TTQ5T7KQX, 6473756]
[contact-info, [120.0, 2408.0, 1531.0, 36.0], shoonya_2s9T7TTQ5T7KQX, 6473756]
