[3509, 2482]
[folio, [868.0, 203.0, 474.0, 52.5], shoonya_3sWAYK468YOYEL, 5691987]
[folio, [868.0, 255.5, 474.0, 52.5], shoonya_3sWAYK468YOYEL, 5691987]
[paragraph, [170.0, 338.0, 729.0, 52.5], HXE_jqyWac, 5691987]
[paragraph, [186.0, 424.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 476.5, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 529.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 581.5, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 634.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 686.5, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 739.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 791.5, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 844.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 896.5, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 949.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 1001.5, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 1054.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 1106.5, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 1159.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 1211.5, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 1264.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 1316.5, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [186.0, 1369.0, 1816.0, 52.5], shoonya_0s4ZNGV9UHM4NP, 5691987]
[paragraph, [183.0, 1433.0, 1825.0, 52.5], _jEAcqcIEp, 5691987]
[paragraph, [183.0, 1485.5, 1825.0, 52.5], _jEAcqcIEp, 5691987]
[paragraph, [183.0, 1538.0, 1825.0, 52.5], _jEAcqcIEp, 5691987]
[paragraph, [183.0, 1590.5, 1825.0, 52.5], _jEAcqcIEp, 5691987]
[paragraph, [183.0, 1643.0, 1825.0, 52.5], _jEAcqcIEp, 5691987]
[paragraph, [183.0, 1695.5, 1825.0, 52.5], _jEAcqcIEp, 5691987]
[paragraph, [183.0, 1748.0, 1825.0, 52.5], _jEAcqcIEp, 5691987]
[paragraph, [183.0, 1800.5, 1825.0, 52.5], _jEAcqcIEp, 5691987]
[paragraph, [183.0, 1853.0, 1825.0, 52.5], _jEAcqcIEp, 5691987]
[paragraph, [161.0, 1904.0, 1840.0, 52.5], ms3NZgtbTe, 5691987]
[paragraph, [161.0, 1956.5, 1840.0, 52.5], ms3NZgtbTe, 5691987]
[paragraph, [161.0, 2009.0, 1840.0, 52.5], ms3NZgtbTe, 5691987]
[paragraph, [282.0, 2063.0, 921.0, 52.5], e0rgl163y-, 5691987]
[paragraph, [297.0, 2140.0, 912.0, 52.5], IsqSqgpkTw, 5691987]
[paragraph, [189.0, 2283.0, 1808.0, 52.5], mJexwXu166, 5691987]
[paragraph, [189.0, 2335.5, 1808.0, 52.5], mJexwXu166, 5691987]
[paragraph, [189.0, 2388.0, 1808.0, 52.5], mJexwXu166, 5691987]
[paragraph, [189.0, 2440.5, 1808.0, 52.5], mJexwXu166, 5691987]
[paragraph, [189.0, 2493.0, 1808.0, 52.5], mJexwXu166, 5691987]
[paragraph, [189.0, 2545.5, 1808.0, 52.5], mJexwXu166, 5691987]
[paragraph, [189.0, 2598.0, 1808.0, 52.5], mJexwXu166, 5691987]
[paragraph, [189.0, 2650.5, 1808.0, 52.5], mJexwXu166, 5691987]
[paragraph, [189.0, 2703.0, 1808.0, 52.5], mJexwXu166, 5691987]
[paragraph, [282.0, 2764.0, 490.0, 52.5], PqsM9EjD6B, 5691987]
[paragraph, [203.0, 2838.0, 1867.0, 52.5], shoonya_2s5PS6RGQY258Z, 5691987]
[paragraph, [203.0, 2890.5, 1867.0, 52.5], shoonya_2s5PS6RGQY258Z, 5691987]
[paragraph, [203.0, 2943.0, 1867.0, 52.5], shoonya_2s5PS6RGQY258Z, 5691987]
[paragraph, [203.0, 2995.5, 1867.0, 52.5], shoonya_2s5PS6RGQY258Z, 5691987]
[paragraph, [203.0, 3048.0, 1867.0, 52.5], shoonya_2s5PS6RGQY258Z, 5691987]
[paragraph, [203.0, 3100.5, 1867.0, 52.5], shoonya_2s5PS6RGQY258Z, 5691987]
[paragraph, [203.0, 3153.0, 1867.0, 52.5], shoonya_2s5PS6RGQY258Z, 5691987]
[paragraph, [203.0, 3205.5, 1867.0, 52.5], shoonya_2s5PS6RGQY258Z, 5691987]
[paragraph, [203.0, 3258.0, 1867.0, 52.5], shoonya_2s5PS6RGQY258Z, 5691987]
