[2339, 1653]
[folio, [284.0, 210.0, 222.0, 36.0], 10xEKtD9Zn, 5655069]
[paragraph, [280.0, 299.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 335.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 371.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 407.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 443.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 479.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 515.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 551.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 587.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 623.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 659.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 695.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 731.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 767.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 803.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 839.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 875.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 911.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 947.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 983.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1019.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1055.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1091.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1127.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1163.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1199.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1235.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1271.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1307.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1343.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1379.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1415.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1451.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1487.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1523.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [280.0, 1559.0, 1083.0, 36.0], shoonya_1sKO90JO5M5KKB, 5655069]
[paragraph, [285.0, 1644.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 1680.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 1716.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 1752.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 1788.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 1824.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 1860.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 1896.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 1932.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 1968.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
[paragraph, [285.0, 2004.0, 1078.0, 36.0], shoonya_0sJKVPB8RNY268, 5655069]
