[2339, 1656]
[folio, [423.0, 10.0, 486.0, 36.0], vl6MFS0bKq, 5656180]
[folio, [423.0, 46.0, 486.0, 36.0], vl6MFS0bKq, 5656180]
[headline, [371.0, 89.0, 895.0, 67.5], xSCVoydCej, 5656180]
[author, [703.0, 249.0, 238.0, 36.0], shoonya_2sHB62ORIF69NT, 5656180]
[contact-info, [302.0, 313.0, 1077.0, 36.0], JP2-A9hy-l, 5656180]
[contact-info, [302.0, 349.0, 1077.0, 36.0], JP2-A9hy-l, 5656180]
[contact-info, [302.0, 385.0, 1077.0, 36.0], JP2-A9hy-l, 5656180]
[contact-info, [302.0, 421.0, 1077.0, 36.0], JP2-A9hy-l, 5656180]
[contact-info, [302.0, 457.0, 1077.0, 36.0], JP2-A9hy-l, 5656180]
[contact-info, [302.0, 493.0, 1077.0, 36.0], JP2-A9hy-l, 5656180]
[paragraph, [62.0, 707.0, 1570.0, 36.0], taXdRLZV2E, 5656180]
[paragraph, [62.0, 743.0, 1570.0, 36.0], taXdRLZV2E, 5656180]
[paragraph, [62.0, 779.0, 1570.0, 36.0], taXdRLZV2E, 5656180]
[paragraph, [62.0, 815.0, 1570.0, 36.0], taXdRLZV2E, 5656180]
[paragraph, [62.0, 851.0, 1570.0, 36.0], taXdRLZV2E, 5656180]
[paragraph, [62.0, 887.0, 1570.0, 36.0], taXdRLZV2E, 5656180]
[paragraph, [62.0, 923.0, 1570.0, 36.0], taXdRLZV2E, 5656180]
[unordered-list, [197.0, 1001.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1037.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1073.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1109.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1145.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1181.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1217.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1253.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1289.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1325.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1361.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1397.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1433.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1469.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1505.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1541.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1577.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1613.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1649.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1685.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1721.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1757.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1793.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1829.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1865.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1901.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1937.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 1973.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 2009.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[unordered-list, [197.0, 2045.0, 1410.0, 36.0], shoonya_0s7KSG9TM0DZA5, 5656180]
[footnote, [332.0, 2257.0, 999.0, 36.0], yr1kFIt0EP, 5656180]
[footnote, [332.0, 2293.0, 999.0, 36.0], yr1kFIt0EP, 5656180]
