[1545, 2000]
[section-title, [736.0, 52.0, 521.0, 49.5], y0rV-6g5X9, 6490965]
[section-title, [736.0, 101.5, 521.0, 49.5], y0rV-6g5X9, 6490965]
[section-title, [1430.0, 70.0, 474.0, 49.5], shoonya_0sZ4BJSG7PTEEQ, 6490965]
[section-title, [1430.0, 119.5, 474.0, 49.5], shoonya_0sZ4BJSG7PTEEQ, 6490965]
[section-title, [47.0, 184.0, 244.0, 49.5], AwmCcyj6GB, 6490965]
[section-title, [47.0, 233.5, 244.0, 49.5], AwmCcyj6GB, 6490965]
[paragraph, [1393.0, 234.0, 549.0, 36.0], IKq57TnKII, 6490965]
[paragraph, [1393.0, 270.0, 549.0, 36.0], IKq57TnKII, 6490965]
[sub-section-title, [1583.0, 376.0, 342.0, 36.0], y0LdDPPmSt, 6490965]
[paragraph, [58.0, 402.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [58.0, 438.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [58.0, 474.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [58.0, 510.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [58.0, 546.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [58.0, 582.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [58.0, 618.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [58.0, 654.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [58.0, 690.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [58.0, 726.0, 585.0, 36.0], shoonya_5sOP7PH0UTLLH8, 6490965]
[paragraph, [1568.0, 434.0, 374.0, 36.0], G3vqJwuF01, 6490965]
[paragraph, [1568.0, 470.0, 374.0, 36.0], G3vqJwuF01, 6490965]
[paragraph, [1568.0, 506.0, 374.0, 36.0], G3vqJwuF01, 6490965]
[paragraph, [1568.0, 542.0, 374.0, 36.0], G3vqJwuF01, 6490965]
