[1350, 900]
[folio, [201.0, 170.0, 217.0, 18.0], GeZ8OlrFRT, 5759865]
[folio, [201.0, 188.0, 217.0, 18.0], GeZ8OlrFRT, 5759865]
[paragraph, [183.0, 219.0, 559.0, 18.0], shoonya_0s9CTZV7L9MIF3, 5759865]
[paragraph, [183.0, 237.0, 559.0, 18.0], shoonya_0s9CTZV7L9MIF3, 5759865]
[paragraph, [183.0, 255.0, 559.0, 18.0], shoonya_0s9CTZV7L9MIF3, 5759865]
[paragraph, [183.0, 286.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 304.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 322.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 340.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 358.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 376.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 394.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 412.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 430.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 448.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 466.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 484.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 502.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 520.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 538.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 556.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 574.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 592.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 610.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 628.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 646.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 664.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 682.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 700.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 718.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 736.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [183.0, 754.0, 565.0, 18.0], shoonya_1sHPS0LG7HXPTR, 5759865]
[paragraph, [185.0, 780.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 798.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 816.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 834.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 852.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 870.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 888.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 906.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 924.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 942.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 960.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 978.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 996.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 1014.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 1032.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 1050.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 1068.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
[paragraph, [185.0, 1086.0, 564.0, 18.0], shoonya_4sKIG9GPNMHJD8, 5759865]
