[1763, 1275]
[headline, [35.0, 24.0, 818.0, 37.5], NiLRATuscw, 5712283]
[headline, [35.0, 61.5, 818.0, 37.5], NiLRATuscw, 5712283]
[headline, [35.0, 99.0, 818.0, 37.5], NiLRATuscw, 5712283]
[headline, [35.0, 136.5, 818.0, 37.5], NiLRATuscw, 5712283]
[headline, [35.0, 174.0, 818.0, 37.5], NiLRATuscw, 5712283]
[author, [927.0, 130.0, 292.0, 36.0], b7vA3Pb-Ni, 5712283]
[paragraph, [40.0, 225.0, 594.0, 36.0], pyle1fN1Zg, 5712283]
[paragraph, [40.0, 261.0, 594.0, 36.0], pyle1fN1Zg, 5712283]
[paragraph, [40.0, 297.0, 594.0, 36.0], pyle1fN1Zg, 5712283]
[paragraph, [40.0, 333.0, 594.0, 36.0], pyle1fN1Zg, 5712283]
[paragraph, [40.0, 369.0, 594.0, 36.0], pyle1fN1Zg, 5712283]
[paragraph, [40.0, 405.0, 594.0, 36.0], pyle1fN1Zg, 5712283]
[paragraph, [641.0, 228.0, 615.0, 36.0], X7hUimAGmt, 5712283]
[paragraph, [641.0, 264.0, 615.0, 36.0], X7hUimAGmt, 5712283]
[paragraph, [638.0, 340.0, 622.0, 36.0], W9UZHAi7fO, 5712283]
[paragraph, [638.0, 376.0, 622.0, 36.0], W9UZHAi7fO, 5712283]
[paragraph, [638.0, 412.0, 622.0, 36.0], W9UZHAi7fO, 5712283]
[paragraph, [638.0, 448.0, 622.0, 36.0], W9UZHAi7fO, 5712283]
[paragraph, [64.0, 443.0, 570.0, 36.0], EW_vXMXK3v, 5712283]
[paragraph, [352.0, 501.0, 881.0, 36.0], OZ1LGp7JIJ, 5712283]
[paragraph, [352.0, 537.0, 881.0, 36.0], OZ1LGp7JIJ, 5712283]
[paragraph, [352.0, 573.0, 881.0, 36.0], OZ1LGp7JIJ, 5712283]
[paragraph, [352.0, 609.0, 881.0, 36.0], OZ1LGp7JIJ, 5712283]
[paragraph, [352.0, 645.0, 881.0, 36.0], OZ1LGp7JIJ, 5712283]
[paragraph, [352.0, 681.0, 881.0, 36.0], OZ1LGp7JIJ, 5712283]
[paragraph, [352.0, 717.0, 881.0, 36.0], OZ1LGp7JIJ, 5712283]
[paragraph, [323.0, 805.0, 326.0, 36.0], gErc574JwW, 5712283]
[paragraph, [323.0, 841.0, 326.0, 36.0], gErc574JwW, 5712283]
[paragraph, [323.0, 877.0, 326.0, 36.0], gErc574JwW, 5712283]
[paragraph, [645.0, 805.0, 605.0, 36.0], shoonya_6s1KKHMRHIGAH9, 5712283]
[paragraph, [645.0, 841.0, 605.0, 36.0], shoonya_6s1KKHMRHIGAH9, 5712283]
[paragraph, [645.0, 877.0, 605.0, 36.0], shoonya_6s1KKHMRHIGAH9, 5712283]
[paragraph, [645.0, 913.0, 605.0, 36.0], shoonya_6s1KKHMRHIGAH9, 5712283]
[paragraph, [34.0, 949.0, 604.0, 36.0], xKG5beIlql, 5712283]
[paragraph, [34.0, 985.0, 604.0, 36.0], xKG5beIlql, 5712283]
[paragraph, [34.0, 1021.0, 604.0, 36.0], xKG5beIlql, 5712283]
[paragraph, [34.0, 1057.0, 604.0, 36.0], xKG5beIlql, 5712283]
[paragraph, [34.0, 1093.0, 604.0, 36.0], xKG5beIlql, 5712283]
[paragraph, [641.0, 1000.0, 623.0, 36.0], e5jLzX78pj, 5712283]
[paragraph, [641.0, 1036.0, 623.0, 36.0], e5jLzX78pj, 5712283]
[paragraph, [641.0, 1072.0, 623.0, 36.0], e5jLzX78pj, 5712283]
[paragraph, [641.0, 1108.0, 623.0, 36.0], e5jLzX78pj, 5712283]
[paragraph, [641.0, 1144.0, 623.0, 36.0], e5jLzX78pj, 5712283]
[paragraph, [641.0, 1180.0, 623.0, 36.0], e5jLzX78pj, 5712283]
[paragraph, [641.0, 1216.0, 623.0, 36.0], e5jLzX78pj, 5712283]
[paragraph, [641.0, 1252.0, 623.0, 36.0], e5jLzX78pj, 5712283]
[paragraph, [22.0, 1147.0, 620.0, 36.0], shoonya_2sZM4JKLKMD0NN, 5712283]
[paragraph, [22.0, 1183.0, 620.0, 36.0], shoonya_2sZM4JKLKMD0NN, 5712283]
[paragraph, [22.0, 1219.0, 620.0, 36.0], shoonya_2sZM4JKLKMD0NN, 5712283]
