[2033, 1386]
[headline, [466.0, 138.0, 419.0, 67.5], shoonya_7sLZB8QGEIZ55Z, 5653995]
[headline, [466.0, 205.5, 419.0, 67.5], shoonya_7sLZB8QGEIZ55Z, 5653995]
[author, [489.0, 371.0, 406.0, 36.0], MuQPdrAMkz, 5653995]
[paragraph, [679.0, 433.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 469.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 505.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 541.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 577.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 613.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 649.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 685.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 721.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 757.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 793.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 829.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 865.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 901.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 937.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 973.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1009.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1045.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1081.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1117.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1153.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1189.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1225.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1261.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1297.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1333.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1369.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1405.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1441.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1477.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1513.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1549.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1585.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1621.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1657.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1693.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1729.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1765.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1801.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1837.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
[paragraph, [679.0, 1873.0, 664.0, 36.0], shoonya_2sCXB0VIIX1IL9, 5653995]
