[1320, 1176]
[folio, [933.0, 54.0, 173.0, 18.0], HYMSV9-L3b, 5693806]
[folio, [933.0, 72.0, 173.0, 18.0], HYMSV9-L3b, 5693806]
[folio, [933.0, 90.0, 173.0, 18.0], HYMSV9-L3b, 5693806]
[folio, [933.0, 108.0, 173.0, 18.0], HYMSV9-L3b, 5693806]
[folio, [933.0, 126.0, 173.0, 18.0], HYMSV9-L3b, 5693806]
[ordered-list, [411.0, 187.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 205.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 223.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 241.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 259.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 277.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 295.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 313.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 331.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 349.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 367.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 385.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 403.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 421.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 439.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 457.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 475.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 493.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 511.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 529.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 547.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 565.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 583.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 601.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 619.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 637.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 655.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 673.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 691.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 709.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 727.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 745.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 763.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 781.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 799.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 817.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 835.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 853.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 871.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 889.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 907.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 925.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 943.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 961.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 979.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 997.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1015.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1033.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1051.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1069.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1087.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1105.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1123.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1141.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1159.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1177.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1195.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1213.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[ordered-list, [411.0, 1231.0, 340.0, 18.0], x0XeOVe8Zg, 5693806]
[paragraph, [79.0, 189.0, 327.0, 18.0], RVaF0AZCPy, 5693806]
[paragraph, [79.0, 207.0, 327.0, 18.0], RVaF0AZCPy, 5693806]
[paragraph, [79.0, 225.0, 327.0, 18.0], RVaF0AZCPy, 5693806]
[paragraph, [79.0, 243.0, 327.0, 18.0], RVaF0AZCPy, 5693806]
[paragraph, [79.0, 261.0, 327.0, 18.0], RVaF0AZCPy, 5693806]
[paragraph, [79.0, 279.0, 327.0, 18.0], RVaF0AZCPy, 5693806]
[paragraph, [79.0, 297.0, 327.0, 18.0], RVaF0AZCPy, 5693806]
[sub-ordered-list, [416.0, 196.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 214.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 232.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 250.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 268.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 286.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 304.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 322.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 340.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 358.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 376.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 394.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 412.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 430.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 448.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 466.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 484.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 502.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 520.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 538.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 556.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
