[2339, 1656]
[paragraph, [190.0, 191.0, 1298.0, 36.0], shoonya_3sIZ233BPBEKFR, 5752211]
[paragraph, [190.0, 227.0, 1298.0, 36.0], shoonya_3sIZ233BPBEKFR, 5752211]
[paragraph, [190.0, 263.0, 1298.0, 36.0], shoonya_3sIZ233BPBEKFR, 5752211]
[paragraph, [190.0, 299.0, 1298.0, 36.0], shoonya_3sIZ233BPBEKFR, 5752211]
[paragraph, [184.0, 367.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 403.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 439.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 475.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 511.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 547.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 583.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 619.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 655.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 691.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 727.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 763.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 799.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 835.0, 1316.0, 36.0], shoonya_0sC5KQSGKVQBE7, 5752211]
[paragraph, [184.0, 929.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 965.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1001.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1037.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1073.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1109.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1145.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1181.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1217.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1253.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1289.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1325.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1361.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1397.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1433.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1469.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1505.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1541.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1577.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1613.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1649.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1685.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1721.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1757.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1793.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1829.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1865.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1901.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1937.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 1973.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 2009.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[paragraph, [184.0, 2045.0, 1285.0, 36.0], shoonya_1sBG96IQQHFP2Q, 5752211]
[folio, [293.0, 2140.0, 488.0, 36.0], H-X9AshjC9, 5752211]
[folio, [1009.0, 2147.0, 345.0, 36.0], shoonya_4s941J3NHU8D7H, 5752211]
