[1806, 1262]
[folio, [150.0, 99.0, 516.0, 36.0], shoonya_3sV8RR3U5UANM9, 5680803]
[paragraph, [650.0, 177.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 213.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 249.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 285.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 321.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 357.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 393.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 429.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 465.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 501.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 537.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 573.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 609.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [650.0, 645.0, 504.0, 36.0], shoonya_0sP6DUCNP2ODYR, 5680803]
[paragraph, [102.0, 181.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 217.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 253.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 289.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 325.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 361.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 397.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 433.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 469.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 505.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 541.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 577.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 613.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 649.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 685.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 721.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 757.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 793.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 829.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 865.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 901.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 937.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 973.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 1009.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 1045.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [102.0, 1081.0, 501.0, 36.0], shoonya_1s45TYGYDJ14YT, 5680803]
[paragraph, [650.0, 685.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 721.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 757.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 793.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 829.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 865.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
