[1806, 1262]
[folio, [628.0, 100.0, 471.0, 36.0], shoonya_0sP4L9XFGRZ063, 5681705]
[paragraph, [652.0, 180.0, 509.0, 36.0], shoonya_5s96BQZBSW0XER, 5681705]
[paragraph, [652.0, 216.0, 509.0, 36.0], shoonya_5s96BQZBSW0XER, 5681705]
[paragraph, [652.0, 252.0, 509.0, 36.0], shoonya_5s96BQZBSW0XER, 5681705]
[paragraph, [652.0, 288.0, 509.0, 36.0], shoonya_5s96BQZBSW0XER, 5681705]
[paragraph, [652.0, 324.0, 509.0, 36.0], shoonya_5s96BQZBSW0XER, 5681705]
[paragraph, [94.0, 181.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 217.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 253.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 289.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 325.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 361.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 397.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 433.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 469.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 505.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 541.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 577.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 613.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 649.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 685.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 721.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 757.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 793.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 829.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 865.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 901.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 937.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 973.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 1009.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 1045.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 1081.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 1117.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 1153.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 1189.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[paragraph, [94.0, 1225.0, 516.0, 36.0], shoonya_3sP6TJIUQ3J8R2, 5681705]
[quote, [650.0, 400.0, 337.0, 36.0], shoonya_6sJPQ8YYKDG4GL, 5681705]
[quote, [650.0, 436.0, 337.0, 36.0], shoonya_6sJPQ8YYKDG4GL, 5681705]
[quote, [650.0, 472.0, 337.0, 36.0], shoonya_6sJPQ8YYKDG4GL, 5681705]
[paragraph, [647.0, 546.0, 513.0, 36.0], shoonya_7s20MTXI3O5GOB, 5681705]
[paragraph, [647.0, 582.0, 513.0, 36.0], shoonya_7s20MTXI3O5GOB, 5681705]
[paragraph, [647.0, 618.0, 513.0, 36.0], shoonya_7s20MTXI3O5GOB, 5681705]
[paragraph, [647.0, 654.0, 513.0, 36.0], shoonya_7s20MTXI3O5GOB, 5681705]
[paragraph, [647.0, 690.0, 513.0, 36.0], shoonya_7s20MTXI3O5GOB, 5681705]
[paragraph, [647.0, 726.0, 513.0, 36.0], shoonya_7s20MTXI3O5GOB, 5681705]
[paragraph, [651.0, 809.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 845.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 881.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 917.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 953.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 989.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1025.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1061.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1097.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1133.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1169.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1205.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1241.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1277.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1313.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1349.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1385.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [651.0, 1421.0, 511.0, 36.0], Zfk-K0J_hq, 5681705]
[paragraph, [100.0, 1275.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1311.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1347.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1383.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1419.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1455.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1491.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1527.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1563.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1599.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[paragraph, [100.0, 1635.0, 508.0, 36.0], shoonya_4sU91DUNEOZ548, 5681705]
[quote, [679.0, 1490.0, 381.0, 36.0], 0DZihx65Vn, 5681705]
[paragraph, [649.0, 1563.0, 512.0, 36.0], gPPGEVEEXW, 5681705]
[paragraph, [649.0, 1599.0, 512.0, 36.0], gPPGEVEEXW, 5681705]
[paragraph, [649.0, 1635.0, 512.0, 36.0], gPPGEVEEXW, 5681705]
[paragraph, [649.0, 1671.0, 512.0, 36.0], gPPGEVEEXW, 5681705]
