[2176, 1464]
[folio, [166.0, 131.0, 164.0, 36.0], VdaLwGZ06s, 5654959]
[paragraph, [225.0, 232.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [225.0, 268.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [225.0, 304.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [225.0, 340.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [225.0, 376.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [225.0, 412.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [225.0, 448.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [225.0, 484.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [225.0, 520.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [225.0, 556.0, 801.0, 36.0], shoonya_6s845COWFLVHQT, 5654959]
[paragraph, [155.0, 602.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 638.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 674.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 710.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 746.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 782.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 818.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 854.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 890.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 926.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 962.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 998.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 1034.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 1070.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 1106.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [155.0, 1142.0, 1192.0, 36.0], shoonya_0s1PHI0GCB8LDC, 5654959]
[paragraph, [154.0, 1218.0, 1197.0, 36.0], shoonya_1sSL8MEDMZMDDK, 5654959]
[paragraph, [154.0, 1254.0, 1197.0, 36.0], shoonya_1sSL8MEDMZMDDK, 5654959]
[paragraph, [154.0, 1290.0, 1197.0, 36.0], shoonya_1sSL8MEDMZMDDK, 5654959]
[paragraph, [154.0, 1326.0, 1197.0, 36.0], shoonya_1sSL8MEDMZMDDK, 5654959]
[paragraph, [154.0, 1362.0, 1197.0, 36.0], shoonya_1sSL8MEDMZMDDK, 5654959]
[paragraph, [154.0, 1398.0, 1197.0, 36.0], shoonya_1sSL8MEDMZMDDK, 5654959]
[paragraph, [154.0, 1434.0, 1197.0, 36.0], shoonya_1sSL8MEDMZMDDK, 5654959]
[paragraph, [154.0, 1470.0, 1197.0, 36.0], shoonya_1sSL8MEDMZMDDK, 5654959]
[section-title, [167.0, 1533.0, 574.0, 52.5], shoonya_7sR5IXLYHI4XXM, 5654959]
[paragraph, [172.0, 1628.0, 1178.0, 36.0], l5L2oYQcx9, 5654959]
[paragraph, [172.0, 1664.0, 1178.0, 36.0], l5L2oYQcx9, 5654959]
[paragraph, [172.0, 1700.0, 1178.0, 36.0], l5L2oYQcx9, 5654959]
[paragraph, [172.0, 1736.0, 1178.0, 36.0], l5L2oYQcx9, 5654959]
[paragraph, [166.0, 1803.0, 1171.0, 36.0], shoonya_5sX16KTEAJK89F, 5654959]
[paragraph, [166.0, 1839.0, 1171.0, 36.0], shoonya_5sX16KTEAJK89F, 5654959]
[paragraph, [166.0, 1875.0, 1171.0, 36.0], shoonya_5sX16KTEAJK89F, 5654959]
[footnote, [176.0, 1991.0, 470.0, 36.0], shoonya_2sXQ1C5XWBTNCD, 5654959]
[reference, [177.0, 1993.0, 468.0, 36.0], shoonya_3s090QKH44NYNO, 5654959]
