[1818, 1374]
[folio, [467.0, 109.0, 452.0, 36.0], shoonya_0sNOE7AWF52H5U, 5682032]
[paragraph, [116.0, 178.0, 571.0, 36.0], shoonya_1sAAZ7TC7MFUSV, 5682032]
[paragraph, [116.0, 214.0, 571.0, 36.0], shoonya_1sAAZ7TC7MFUSV, 5682032]
[paragraph, [116.0, 250.0, 571.0, 36.0], shoonya_1sAAZ7TC7MFUSV, 5682032]
[paragraph, [116.0, 286.0, 571.0, 36.0], shoonya_1sAAZ7TC7MFUSV, 5682032]
[paragraph, [116.0, 322.0, 571.0, 36.0], shoonya_1sAAZ7TC7MFUSV, 5682032]
[paragraph, [116.0, 358.0, 571.0, 36.0], shoonya_1sAAZ7TC7MFUSV, 5682032]
[paragraph, [116.0, 394.0, 571.0, 36.0], shoonya_1sAAZ7TC7MFUSV, 5682032]
[paragraph, [692.0, 179.0, 574.0, 36.0], QjLiYHecHr, 5682032]
[paragraph, [692.0, 215.0, 574.0, 36.0], QjLiYHecHr, 5682032]
[paragraph, [692.0, 251.0, 574.0, 36.0], QjLiYHecHr, 5682032]
[paragraph, [692.0, 287.0, 574.0, 36.0], QjLiYHecHr, 5682032]
[paragraph, [692.0, 323.0, 574.0, 36.0], QjLiYHecHr, 5682032]
[paragraph, [692.0, 359.0, 574.0, 36.0], QjLiYHecHr, 5682032]
[paragraph, [692.0, 395.0, 574.0, 36.0], QjLiYHecHr, 5682032]
[paragraph, [692.0, 431.0, 574.0, 36.0], QjLiYHecHr, 5682032]
[paragraph, [692.0, 467.0, 574.0, 36.0], QjLiYHecHr, 5682032]
[paragraph, [115.0, 440.0, 573.0, 36.0], shoonya_2sIOB4ZSUKZC10, 5682032]
[paragraph, [115.0, 476.0, 573.0, 36.0], shoonya_2sIOB4ZSUKZC10, 5682032]
[paragraph, [115.0, 512.0, 573.0, 36.0], shoonya_2sIOB4ZSUKZC10, 5682032]
[paragraph, [115.0, 548.0, 573.0, 36.0], shoonya_2sIOB4ZSUKZC10, 5682032]
[paragraph, [738.0, 525.0, 228.0, 36.0], w9cJiH2tIH, 5682032]
[paragraph, [731.0, 568.0, 292.0, 36.0], F6L62qV7z5, 5682032]
[paragraph, [116.0, 606.0, 574.0, 36.0], 1vvYOS3FHO, 5682032]
[paragraph, [704.0, 608.0, 565.0, 36.0], 5BZU3wm5TM, 5682032]
[paragraph, [704.0, 644.0, 565.0, 36.0], 5BZU3wm5TM, 5682032]
[paragraph, [704.0, 680.0, 565.0, 36.0], 5BZU3wm5TM, 5682032]
[paragraph, [704.0, 716.0, 565.0, 36.0], 5BZU3wm5TM, 5682032]
[paragraph, [704.0, 752.0, 565.0, 36.0], 5BZU3wm5TM, 5682032]
[paragraph, [112.0, 653.0, 574.0, 36.0], BUi0WotMmI, 5682032]
[paragraph, [112.0, 689.0, 574.0, 36.0], BUi0WotMmI, 5682032]
[paragraph, [112.0, 725.0, 574.0, 36.0], BUi0WotMmI, 5682032]
[paragraph, [112.0, 761.0, 574.0, 36.0], BUi0WotMmI, 5682032]
[paragraph, [147.0, 820.0, 461.0, 36.0], Y7HzqwElV0, 5682032]
[paragraph, [703.0, 827.0, 563.0, 36.0], h3hFCHHIAk, 5682032]
[paragraph, [703.0, 863.0, 563.0, 36.0], h3hFCHHIAk, 5682032]
[paragraph, [703.0, 899.0, 563.0, 36.0], h3hFCHHIAk, 5682032]
[paragraph, [110.0, 862.0, 563.0, 36.0], XERaNCqQcq, 5682032]
[paragraph, [110.0, 898.0, 563.0, 36.0], XERaNCqQcq, 5682032]
[paragraph, [110.0, 934.0, 563.0, 36.0], XERaNCqQcq, 5682032]
[paragraph, [110.0, 970.0, 563.0, 36.0], XERaNCqQcq, 5682032]
[paragraph, [705.0, 950.0, 561.0, 36.0], Qx4vxsrDix, 5682032]
[paragraph, [705.0, 986.0, 561.0, 36.0], Qx4vxsrDix, 5682032]
[paragraph, [704.0, 1035.0, 562.0, 36.0], vRHAXGBKmA, 5682032]
[paragraph, [704.0, 1071.0, 562.0, 36.0], vRHAXGBKmA, 5682032]
[paragraph, [704.0, 1107.0, 562.0, 36.0], vRHAXGBKmA, 5682032]
[paragraph, [704.0, 1143.0, 562.0, 36.0], vRHAXGBKmA, 5682032]
[paragraph, [704.0, 1179.0, 562.0, 36.0], vRHAXGBKmA, 5682032]
[paragraph, [108.0, 1037.0, 567.0, 36.0], GCSpQ-C3O8, 5682032]
[paragraph, [108.0, 1073.0, 567.0, 36.0], GCSpQ-C3O8, 5682032]
[paragraph, [110.0, 1120.0, 566.0, 36.0], hR3kIk92mV, 5682032]
[paragraph, [110.0, 1156.0, 566.0, 36.0], hR3kIk92mV, 5682032]
[paragraph, [110.0, 1192.0, 566.0, 36.0], hR3kIk92mV, 5682032]
[paragraph, [110.0, 1228.0, 566.0, 36.0], hR3kIk92mV, 5682032]
[paragraph, [110.0, 1264.0, 566.0, 36.0], hR3kIk92mV, 5682032]
[paragraph, [110.0, 1300.0, 566.0, 36.0], hR3kIk92mV, 5682032]
[paragraph, [705.0, 1249.0, 558.0, 36.0], 03MFDVQnuC, 5682032]
[paragraph, [705.0, 1285.0, 558.0, 36.0], 03MFDVQnuC, 5682032]
[paragraph, [705.0, 1321.0, 558.0, 36.0], 03MFDVQnuC, 5682032]
[paragraph, [110.0, 1375.0, 569.0, 36.0], gKNubN5xYy, 5682032]
[paragraph, [110.0, 1411.0, 569.0, 36.0], gKNubN5xYy, 5682032]
[paragraph, [110.0, 1447.0, 569.0, 36.0], gKNubN5xYy, 5682032]
[paragraph, [110.0, 1483.0, 569.0, 36.0], gKNubN5xYy, 5682032]
[paragraph, [110.0, 1519.0, 569.0, 36.0], gKNubN5xYy, 5682032]
[paragraph, [110.0, 1555.0, 569.0, 36.0], gKNubN5xYy, 5682032]
[paragraph, [708.0, 1375.0, 557.0, 36.0], vumbAhPiJJ, 5682032]
[paragraph, [708.0, 1411.0, 557.0, 36.0], vumbAhPiJJ, 5682032]
[paragraph, [708.0, 1447.0, 557.0, 36.0], vumbAhPiJJ, 5682032]
[paragraph, [704.0, 1503.0, 563.0, 36.0], TOqcq4VJAK, 5682032]
[paragraph, [704.0, 1539.0, 563.0, 36.0], TOqcq4VJAK, 5682032]
[paragraph, [704.0, 1575.0, 563.0, 36.0], TOqcq4VJAK, 5682032]
[paragraph, [704.0, 1611.0, 563.0, 36.0], TOqcq4VJAK, 5682032]
[paragraph, [704.0, 1647.0, 563.0, 36.0], TOqcq4VJAK, 5682032]
