[1226, 792]
[headline, [216.0, 100.0, 380.0, 25.5], 0Af-OzPCZp, 5700686]
[section-title, [87.0, 131.0, 282.0, 30.0], 5IGHSNzCED, 5700686]
[ordered-list, [80.0, 188.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 206.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 224.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 242.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 260.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 278.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 296.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 314.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 332.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 350.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 368.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 386.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 404.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 422.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 440.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 458.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 476.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 494.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 512.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 530.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 548.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 566.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 584.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 602.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 620.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 638.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 656.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 674.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 692.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 710.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 728.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 746.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 764.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 782.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 800.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 818.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 836.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 854.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 872.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 890.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 908.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[ordered-list, [80.0, 926.0, 665.0, 18.0], WZU6oOWwbe, 5700686]
[unordered-list, [68.0, 996.0, 673.0, 18.0], FBeM_4mvQW, 5700686]
[unordered-list, [68.0, 1014.0, 673.0, 18.0], FBeM_4mvQW, 5700686]
[unordered-list, [68.0, 1032.0, 673.0, 18.0], FBeM_4mvQW, 5700686]
[unordered-list, [68.0, 1050.0, 673.0, 18.0], FBeM_4mvQW, 5700686]
[unordered-list, [68.0, 1068.0, 673.0, 18.0], FBeM_4mvQW, 5700686]
[unordered-list, [68.0, 1086.0, 673.0, 18.0], FBeM_4mvQW, 5700686]
[unordered-list, [68.0, 1104.0, 673.0, 18.0], FBeM_4mvQW, 5700686]
[unordered-list, [68.0, 1122.0, 673.0, 18.0], FBeM_4mvQW, 5700686]
