[2339, 1654]
[folio, [103.0, 66.0, 426.0, 36.0], shoonya_1sQ9EHLQCO6AD1, 5750427]
[paragraph, [242.0, 115.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 151.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 187.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 223.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 259.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 295.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 331.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 367.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 403.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 439.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 475.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 511.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 547.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 583.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 619.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 655.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 691.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 727.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 763.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 799.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 835.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 871.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 907.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 943.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 979.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 1015.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [242.0, 1051.0, 1184.0, 36.0], ccw_iKva9u, 5750427]
[paragraph, [107.0, 1138.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1174.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1210.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1246.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1282.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1318.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1354.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1390.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1426.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1462.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1498.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1534.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1570.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1606.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1642.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1678.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1714.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1750.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1786.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1822.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1858.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1894.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1930.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 1966.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 2002.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 2038.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 2074.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 2110.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 2146.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
[paragraph, [107.0, 2182.0, 1489.0, 36.0], shoonya_0s43RL59D53LFZ, 5750427]
