[2339, 1656]
[folio, [438.0, 16.0, 485.0, 36.0], lkHM83bXWH, 5656998]
[headline, [109.0, 90.0, 1434.0, 67.5], nElxGQ0aNh, 5656998]
[author, [326.0, 181.0, 1010.0, 36.0], PIDmy5QMjP, 5656998]
[contact-info, [417.0, 254.0, 868.0, 36.0], DO3y4AMW-Q, 5656998]
[contact-info, [417.0, 290.0, 868.0, 36.0], DO3y4AMW-Q, 5656998]
[contact-info, [417.0, 326.0, 868.0, 36.0], DO3y4AMW-Q, 5656998]
[contact-info, [417.0, 362.0, 868.0, 36.0], DO3y4AMW-Q, 5656998]
[paragraph, [75.0, 548.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 584.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 620.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 656.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 692.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 728.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 764.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 800.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 836.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 872.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 908.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 944.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 980.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 1016.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 1052.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [75.0, 1088.0, 1500.0, 36.0], shoonya_2sO4FCFQU5WNO6, 5656998]
[paragraph, [59.0, 1152.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1188.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1224.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1260.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1296.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1332.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1368.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1404.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1440.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1476.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1512.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [59.0, 1548.0, 1499.0, 36.0], shoonya_0s0XUZ1MZ2XJ5J, 5656998]
[paragraph, [74.0, 1622.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [74.0, 1658.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [74.0, 1694.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [74.0, 1730.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [74.0, 1766.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [74.0, 1802.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [74.0, 1838.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [74.0, 1874.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [74.0, 1910.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [74.0, 1946.0, 1489.0, 36.0], shoonya_1sFZYOUS6IWXRA, 5656998]
[paragraph, [84.0, 2017.0, 1473.0, 36.0], shoonya_3sIM90LSP4OL6A, 5656998]
[paragraph, [84.0, 2053.0, 1473.0, 36.0], shoonya_3sIM90LSP4OL6A, 5656998]
[paragraph, [84.0, 2089.0, 1473.0, 36.0], shoonya_3sIM90LSP4OL6A, 5656998]
[paragraph, [84.0, 2125.0, 1473.0, 36.0], shoonya_3sIM90LSP4OL6A, 5656998]
[paragraph, [84.0, 2161.0, 1473.0, 36.0], shoonya_3sIM90LSP4OL6A, 5656998]
[folio, [345.0, 2258.0, 948.0, 36.0], kOKGluxJhH, 5656998]
[folio, [345.0, 2294.0, 948.0, 36.0], kOKGluxJhH, 5656998]
