[842, 1191]
[section-title, [78.0, 38.0, 314.0, 30.0], shoonya_16sHYL5I40N5XH, 5762779]
[section-title, [78.0, 68.0, 314.0, 30.0], shoonya_16sHYL5I40N5XH, 5762779]
[section-title, [78.0, 98.0, 314.0, 30.0], shoonya_16sHYL5I40N5XH, 5762779]
[section-title, [78.0, 128.0, 314.0, 30.0], shoonya_16sHYL5I40N5XH, 5762779]
[figure-caption, [851.0, 112.0, 224.0, 18.0], shoonya_9sCI2NJS5UGZFC, 5762779]
[figure-caption, [851.0, 130.0, 224.0, 18.0], shoonya_9sCI2NJS5UGZFC, 5762779]
[figure-caption, [851.0, 148.0, 224.0, 18.0], shoonya_9sCI2NJS5UGZFC, 5762779]
[paragraph, [75.0, 193.0, 375.0, 18.0], 0k0RZtvooA, 5762779]
[paragraph, [75.0, 211.0, 375.0, 18.0], 0k0RZtvooA, 5762779]
[paragraph, [70.0, 235.0, 402.0, 18.0], shoonya_8s35A29YM3WKHE, 5762779]
[paragraph, [70.0, 253.0, 402.0, 18.0], shoonya_8s35A29YM3WKHE, 5762779]
[paragraph, [79.0, 508.0, 202.0, 18.0], shoonya_3sK2TEHUDOYPAX, 5762779]
[paragraph, [79.0, 526.0, 202.0, 18.0], shoonya_3sK2TEHUDOYPAX, 5762779]
[paragraph, [79.0, 544.0, 202.0, 18.0], shoonya_3sK2TEHUDOYPAX, 5762779]
[paragraph, [79.0, 562.0, 202.0, 18.0], shoonya_3sK2TEHUDOYPAX, 5762779]
[paragraph, [288.0, 508.0, 280.0, 18.0], shoonya_6sLQ3TC3M5V11D, 5762779]
[paragraph, [288.0, 526.0, 280.0, 18.0], shoonya_6sLQ3TC3M5V11D, 5762779]
[paragraph, [288.0, 544.0, 280.0, 18.0], shoonya_6sLQ3TC3M5V11D, 5762779]
[paragraph, [288.0, 562.0, 280.0, 18.0], shoonya_6sLQ3TC3M5V11D, 5762779]
[paragraph, [288.0, 580.0, 280.0, 18.0], shoonya_6sLQ3TC3M5V11D, 5762779]
[paragraph, [641.0, 514.0, 200.0, 18.0], shoonya_7sF3UB4P43S7I4, 5762779]
[paragraph, [641.0, 532.0, 200.0, 18.0], shoonya_7sF3UB4P43S7I4, 5762779]
[paragraph, [641.0, 550.0, 200.0, 18.0], shoonya_7sF3UB4P43S7I4, 5762779]
[paragraph, [641.0, 568.0, 200.0, 18.0], shoonya_7sF3UB4P43S7I4, 5762779]
[paragraph, [873.0, 521.0, 257.0, 18.0], shoonya_12sA51FUOR6BN8, 5762779]
[paragraph, [873.0, 539.0, 257.0, 18.0], shoonya_12sA51FUOR6BN8, 5762779]
[paragraph, [873.0, 557.0, 257.0, 18.0], shoonya_12sA51FUOR6BN8, 5762779]
[paragraph, [873.0, 575.0, 257.0, 18.0], shoonya_12sA51FUOR6BN8, 5762779]
[paragraph, [873.0, 593.0, 257.0, 18.0], shoonya_12sA51FUOR6BN8, 5762779]
[paragraph, [77.0, 591.0, 199.0, 18.0], shoonya_0s2ALJBO8IRDKN, 5762779]
[paragraph, [77.0, 609.0, 199.0, 18.0], shoonya_0s2ALJBO8IRDKN, 5762779]
[paragraph, [77.0, 627.0, 199.0, 18.0], shoonya_0s2ALJBO8IRDKN, 5762779]
[paragraph, [288.0, 602.0, 266.0, 18.0], shoonya_2sX38AE7X6U2HH, 5762779]
[paragraph, [288.0, 620.0, 266.0, 18.0], shoonya_2sX38AE7X6U2HH, 5762779]
[paragraph, [288.0, 638.0, 266.0, 18.0], shoonya_2sX38AE7X6U2HH, 5762779]
[paragraph, [288.0, 656.0, 266.0, 18.0], shoonya_2sX38AE7X6U2HH, 5762779]
[paragraph, [288.0, 674.0, 266.0, 18.0], shoonya_2sX38AE7X6U2HH, 5762779]
[paragraph, [288.0, 692.0, 266.0, 18.0], shoonya_2sX38AE7X6U2HH, 5762779]
[paragraph, [641.0, 607.0, 227.0, 18.0], shoonya_5s0S27769ZV2H4, 5762779]
[paragraph, [641.0, 625.0, 227.0, 18.0], shoonya_5s0S27769ZV2H4, 5762779]
[paragraph, [641.0, 643.0, 227.0, 18.0], shoonya_5s0S27769ZV2H4, 5762779]
[unordered-list, [876.0, 610.0, 249.0, 18.0], shoonya_15sN41MX1KO2JG, 5762779]
[unordered-list, [876.0, 628.0, 249.0, 18.0], shoonya_15sN41MX1KO2JG, 5762779]
