[1372, 849]
[section-title, [357.0, 69.0, 143.0, 30.0], shoonya_3sT4FSQ1DM6AE3, 5710019]
[paragraph, [76.0, 132.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 150.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 168.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 186.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 204.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 222.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 240.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 258.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 276.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 294.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 312.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 330.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 348.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 366.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 384.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 402.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 420.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 438.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 456.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 474.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 492.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 510.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [76.0, 528.0, 706.0, 18.0], shoonya_0sSN305KX4FBGD, 5710019]
[paragraph, [71.0, 547.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 565.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 583.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 601.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 619.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 637.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 655.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 673.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 691.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 709.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 727.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 745.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [71.0, 763.0, 704.0, 18.0], shoonya_4sT19BJ5FDVX19, 5710019]
[paragraph, [73.0, 798.0, 705.0, 18.0], ErMdV9c-_K, 5710019]
[paragraph, [73.0, 816.0, 705.0, 18.0], ErMdV9c-_K, 5710019]
[paragraph, [73.0, 834.0, 705.0, 18.0], ErMdV9c-_K, 5710019]
[paragraph, [73.0, 852.0, 705.0, 18.0], ErMdV9c-_K, 5710019]
[paragraph, [73.0, 870.0, 705.0, 18.0], ErMdV9c-_K, 5710019]
[paragraph, [73.0, 888.0, 705.0, 18.0], ErMdV9c-_K, 5710019]
[paragraph, [68.0, 924.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 942.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 960.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 978.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 996.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 1014.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 1032.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 1050.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 1068.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 1086.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 1104.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 1122.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
[paragraph, [68.0, 1140.0, 709.0, 18.0], shoonya_2sIPXCZJEWV0Z0, 5710019]
