[2200, 1700]
[second-level-question, [397.0, 227.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 263.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 299.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 335.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 371.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 407.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 443.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 479.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 515.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 551.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 587.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 623.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 659.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 695.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 731.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 767.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 803.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 839.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 875.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 911.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 947.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 983.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1019.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1055.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1091.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1127.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1163.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1199.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1235.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1271.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1307.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[second-level-question, [397.0, 1343.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[third-level-question, [584.0, 960.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 978.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 996.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1014.0, 550.0, 18.0], b66D8gGXnA, 5749717]
