[2339, 1653]
[paragraph, [491.0, 249.0, 907.0, 36.0], PAXGM58PWi, 5687555]
[paragraph, [248.0, 321.0, 1162.0, 36.0], shoonya_3sIC9RIW7MZSKX, 5687555]
[paragraph, [248.0, 357.0, 1162.0, 36.0], shoonya_3sIC9RIW7MZSKX, 5687555]
[paragraph, [248.0, 393.0, 1162.0, 36.0], shoonya_3sIC9RIW7MZSKX, 5687555]
[paragraph, [248.0, 429.0, 1162.0, 36.0], shoonya_3sIC9RIW7MZSKX, 5687555]
[paragraph, [248.0, 465.0, 1162.0, 36.0], shoonya_3sIC9RIW7MZSKX, 5687555]
[paragraph, [248.0, 501.0, 1162.0, 36.0], shoonya_3sIC9RIW7MZSKX, 5687555]
[paragraph, [248.0, 537.0, 1162.0, 36.0], shoonya_3sIC9RIW7MZSKX, 5687555]
[paragraph, [248.0, 573.0, 1162.0, 36.0], shoonya_3sIC9RIW7MZSKX, 5687555]
[paragraph, [248.0, 609.0, 1162.0, 36.0], shoonya_3sIC9RIW7MZSKX, 5687555]
[paragraph, [250.0, 661.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 697.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 733.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 769.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 805.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 841.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 877.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 913.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 949.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 985.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 1021.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 1057.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 1093.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 1129.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 1165.0, 1156.0, 36.0], shoonya_0sHYDLCM3U6O03, 5687555]
[paragraph, [250.0, 1220.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1256.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1292.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1328.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1364.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1400.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1436.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1472.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1508.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1544.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [250.0, 1580.0, 1152.0, 36.0], shoonya_1s1Y3GK15XG735, 5687555]
[paragraph, [249.0, 1636.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1672.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1708.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1744.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1780.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1816.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1852.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1888.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1924.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1960.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
[paragraph, [249.0, 1996.0, 1155.0, 36.0], shoonya_2sH06TU36Y9TDP, 5687555]
