[1275, 750]
[section-title, [225.0, 85.0, 296.0, 30.0], 2OAuO91kmF, 5767451]
[paragraph, [52.0, 148.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 166.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 184.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 202.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 220.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 238.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 256.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 274.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 292.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 310.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 328.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 346.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 364.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 382.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 400.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 418.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 436.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 454.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 472.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 490.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 508.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 526.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 544.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 562.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 580.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 598.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 616.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 634.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 652.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 670.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 688.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 706.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 724.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 742.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 760.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 778.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 796.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 814.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 832.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 850.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 868.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 886.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 904.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 922.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[paragraph, [52.0, 940.0, 629.0, 18.0], shoonya_0s5B5H4GP66N38, 5767451]
[section-title, [184.0, 971.0, 390.0, 30.0], 4pR6Cs2sOw, 5767451]
[section-title, [184.0, 1001.0, 390.0, 30.0], 4pR6Cs2sOw, 5767451]
[section-title, [184.0, 1031.0, 390.0, 30.0], 4pR6Cs2sOw, 5767451]
[paragraph, [79.0, 1080.0, 608.0, 18.0], ko-38pQ9N6, 5767451]
[paragraph, [79.0, 1098.0, 608.0, 18.0], ko-38pQ9N6, 5767451]
[paragraph, [79.0, 1116.0, 608.0, 18.0], ko-38pQ9N6, 5767451]
[paragraph, [79.0, 1134.0, 608.0, 18.0], ko-38pQ9N6, 5767451]
[paragraph, [79.0, 1152.0, 608.0, 18.0], ko-38pQ9N6, 5767451]
[paragraph, [79.0, 1170.0, 608.0, 18.0], ko-38pQ9N6, 5767451]
