[1371, 863]
[ordered-list, [108.0, 102.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 120.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 138.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 156.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 174.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 192.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 210.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 228.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 246.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 264.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 282.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 300.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 318.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 336.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 354.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 372.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 390.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 408.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 426.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 444.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 462.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 480.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 498.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 516.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 534.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 552.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 570.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 588.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 606.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 624.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 642.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 660.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 678.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 696.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 714.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 732.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 750.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 768.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 786.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 804.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 822.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 840.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 858.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 876.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 894.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 912.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 930.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 948.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 966.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 984.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 1002.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 1020.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 1038.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 1056.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 1074.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 1092.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 1110.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
[ordered-list, [108.0, 1128.0, 707.0, 18.0], shoonya_0sQ7ZZQBOQQ8OS, 5782250]
