[2339, 1653]
[folio, [1160.0, 318.0, 252.0, 36.0], bytw4-PCOx, 5736057]
[paragraph, [235.0, 382.0, 581.0, 36.0], feC18N-vMA, 5736057]
[paragraph, [235.0, 418.0, 581.0, 36.0], feC18N-vMA, 5736057]
[paragraph, [235.0, 454.0, 581.0, 36.0], feC18N-vMA, 5736057]
[paragraph, [832.0, 384.0, 587.0, 36.0], shoonya_5sUMIQNENQJ0P0, 5736057]
[paragraph, [832.0, 420.0, 587.0, 36.0], shoonya_5sUMIQNENQJ0P0, 5736057]
[paragraph, [832.0, 456.0, 587.0, 36.0], shoonya_5sUMIQNENQJ0P0, 5736057]
[paragraph, [832.0, 492.0, 587.0, 36.0], shoonya_5sUMIQNENQJ0P0, 5736057]
[paragraph, [237.0, 526.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 562.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 598.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 634.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 670.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 706.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 742.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 778.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 814.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 850.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 886.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 922.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 958.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 994.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 1030.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 1066.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 1102.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 1138.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[paragraph, [237.0, 1174.0, 577.0, 36.0], shoonya_0sNBJK65IBO4M6, 5736057]
[author, [1212.0, 566.0, 202.0, 36.0], shoonya_12s05WNQB881H4, 5736057]
[reference, [867.0, 617.0, 309.0, 36.0], shoonya_10sP7091DEHE4C, 5736057]
[sidebar, [1448.0, 654.0, 142.0, 36.0], T79kXQXwUm, 5736057]
[sidebar, [1448.0, 690.0, 142.0, 36.0], T79kXQXwUm, 5736057]
[section-title, [838.0, 692.0, 300.0, 52.5], shoonya_11sG9XT4I2KG2C, 5736057]
[paragraph, [843.0, 748.0, 176.0, 36.0], sax6Uc9k8r, 5736057]
[paragraph, [843.0, 797.0, 117.0, 36.0], wX0TFIoGFl, 5736057]
[paragraph, [1079.0, 878.0, 337.0, 36.0], shoonya_9sFMAW2J16K7C9, 5736057]
[paragraph, [1079.0, 914.0, 337.0, 36.0], shoonya_9sFMAW2J16K7C9, 5736057]
[paragraph, [1079.0, 950.0, 337.0, 36.0], shoonya_9sFMAW2J16K7C9, 5736057]
[paragraph, [1079.0, 986.0, 337.0, 36.0], shoonya_9sFMAW2J16K7C9, 5736057]
[paragraph, [1079.0, 1022.0, 337.0, 36.0], shoonya_9sFMAW2J16K7C9, 5736057]
[paragraph, [1079.0, 1058.0, 337.0, 36.0], shoonya_9sFMAW2J16K7C9, 5736057]
[paragraph, [1079.0, 1094.0, 337.0, 36.0], shoonya_9sFMAW2J16K7C9, 5736057]
[paragraph, [1079.0, 1130.0, 337.0, 36.0], shoonya_9sFMAW2J16K7C9, 5736057]
[paragraph, [1079.0, 1166.0, 337.0, 36.0], shoonya_9sFMAW2J16K7C9, 5736057]
[paragraph, [242.0, 1234.0, 579.0, 36.0], shoonya_3sN31K3CCI6GM3, 5736057]
[paragraph, [242.0, 1270.0, 579.0, 36.0], shoonya_3sN31K3CCI6GM3, 5736057]
[paragraph, [242.0, 1306.0, 579.0, 36.0], shoonya_3sN31K3CCI6GM3, 5736057]
[paragraph, [242.0, 1342.0, 579.0, 36.0], shoonya_3sN31K3CCI6GM3, 5736057]
[paragraph, [242.0, 1378.0, 579.0, 36.0], shoonya_3sN31K3CCI6GM3, 5736057]
[paragraph, [242.0, 1414.0, 579.0, 36.0], shoonya_3sN31K3CCI6GM3, 5736057]
[paragraph, [242.0, 1450.0, 579.0, 36.0], shoonya_3sN31K3CCI6GM3, 5736057]
[paragraph, [242.0, 1486.0, 579.0, 36.0], shoonya_3sN31K3CCI6GM3, 5736057]
[paragraph, [837.0, 1239.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1275.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1311.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1347.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1383.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1419.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1455.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1491.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1527.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1563.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1599.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1635.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [837.0, 1671.0, 583.0, 36.0], WJkIWQ4ZMi, 5736057]
[paragraph, [236.0, 1541.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1577.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1613.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1649.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1685.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1721.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1757.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1793.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1829.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1865.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [236.0, 1901.0, 593.0, 36.0], shoonya_4s1E53R25Y012H, 5736057]
[paragraph, [837.0, 1720.0, 583.0, 36.0], sfNMU5M9X7, 5736057]
[paragraph, [837.0, 1756.0, 583.0, 36.0], sfNMU5M9X7, 5736057]
[paragraph, [837.0, 1792.0, 583.0, 36.0], sfNMU5M9X7, 5736057]
[paragraph, [837.0, 1828.0, 583.0, 36.0], sfNMU5M9X7, 5736057]
[paragraph, [837.0, 1864.0, 583.0, 36.0], sfNMU5M9X7, 5736057]
[paragraph, [837.0, 1900.0, 583.0, 36.0], sfNMU5M9X7, 5736057]
[folio, [239.0, 1969.0, 225.0, 36.0], p69_WhEBbU, 5736057]
