[1425, 1088]
[section-title, [197.0, 139.0, 175.0, 30.0], shoonya_11s1QOKLNH42IE, 5758968]
[paragraph, [113.0, 191.0, 826.0, 18.0], shoonya_1sAZ7ZDOHZPWMA, 5758968]
[paragraph, [113.0, 209.0, 826.0, 18.0], shoonya_1sAZ7ZDOHZPWMA, 5758968]
[paragraph, [113.0, 227.0, 826.0, 18.0], shoonya_1sAZ7ZDOHZPWMA, 5758968]
[paragraph, [113.0, 245.0, 826.0, 18.0], shoonya_1sAZ7ZDOHZPWMA, 5758968]
[paragraph, [113.0, 263.0, 826.0, 18.0], shoonya_1sAZ7ZDOHZPWMA, 5758968]
[ordered-list, [99.0, 340.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 358.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 376.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 394.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 412.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 430.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 448.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 466.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 484.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 502.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 520.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 538.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 556.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 574.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 592.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 610.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 628.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 646.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 664.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 682.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 700.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 718.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 736.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 754.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 772.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 790.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 808.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 826.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 844.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 862.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 880.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 898.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 916.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 934.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 952.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 970.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 988.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 1006.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[ordered-list, [99.0, 1024.0, 853.0, 18.0], shoonya_8sUSYT522F4TV8, 5758968]
[paragraph, [101.0, 1092.0, 823.0, 18.0], shoonya_2sB44FPNJ8TGVY, 5758968]
[paragraph, [101.0, 1110.0, 823.0, 18.0], shoonya_2sB44FPNJ8TGVY, 5758968]
[paragraph, [101.0, 1128.0, 823.0, 18.0], shoonya_2sB44FPNJ8TGVY, 5758968]
[paragraph, [101.0, 1146.0, 823.0, 18.0], shoonya_2sB44FPNJ8TGVY, 5758968]
[paragraph, [101.0, 1164.0, 823.0, 18.0], shoonya_2sB44FPNJ8TGVY, 5758968]
[folio, [99.0, 1343.0, 166.0, 18.0], shoonya_10s6EBVQEQI9YT, 5758968]
