[1518, 1075]
[headline, [336.0, 280.0, 497.0, 37.5], shoonya_4sTHJG8GYVYR0C, 5721951]
[headline, [336.0, 317.5, 497.0, 37.5], shoonya_4sTHJG8GYVYR0C, 5721951]
[paragraph, [334.0, 366.0, 568.0, 36.0], shoonya_11sX7A6YVEV160, 5721951]
[paragraph, [115.0, 441.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 477.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 513.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 549.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 585.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 621.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 657.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 693.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 729.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 765.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 801.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 837.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 873.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 909.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 945.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 981.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 1017.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 1053.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [115.0, 1089.0, 425.0, 36.0], shoonya_0sSN7KZEFTYY87, 5721951]
[paragraph, [558.0, 442.0, 426.0, 36.0], shoonya_6sU1B6KWW9CUK6, 5721951]
[paragraph, [556.0, 497.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 533.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 569.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 605.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 641.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 677.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 713.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 749.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 785.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 821.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 857.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 893.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 929.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 965.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 1001.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 1037.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 1073.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [556.0, 1109.0, 431.0, 36.0], shoonya_1sWMFU6E8GXM8I, 5721951]
[paragraph, [110.0, 1128.0, 424.0, 36.0], shoonya_2sHVX1IIVMPH7E, 5721951]
[paragraph, [110.0, 1164.0, 424.0, 36.0], shoonya_2sHVX1IIVMPH7E, 5721951]
[paragraph, [110.0, 1200.0, 424.0, 36.0], shoonya_2sHVX1IIVMPH7E, 5721951]
[paragraph, [110.0, 1236.0, 424.0, 36.0], shoonya_2sHVX1IIVMPH7E, 5721951]
[paragraph, [110.0, 1272.0, 424.0, 36.0], shoonya_2sHVX1IIVMPH7E, 5721951]
[paragraph, [558.0, 1185.0, 426.0, 36.0], shoonya_5sZAR9PCTL8UAE, 5721951]
[paragraph, [558.0, 1221.0, 426.0, 36.0], shoonya_5sZAR9PCTL8UAE, 5721951]
[paragraph, [558.0, 1257.0, 426.0, 36.0], shoonya_5sZAR9PCTL8UAE, 5721951]
[paragraph, [558.0, 1293.0, 426.0, 36.0], shoonya_5sZAR9PCTL8UAE, 5721951]
[folio, [193.0, 1393.0, 309.0, 36.0], i15Jp1Snj_, 5721951]
