[1545, 2000]
[folio, [25.0, 86.0, 246.0, 36.0], xYhbCEJ1at, 6490611]
[folio, [25.0, 122.0, 246.0, 36.0], xYhbCEJ1at, 6490611]
[section-title, [1346.0, 124.0, 298.0, 49.5], YmB_qExI63, 6490611]
[section-title, [1346.0, 173.5, 298.0, 49.5], YmB_qExI63, 6490611]
[section-title, [1346.0, 223.0, 298.0, 49.5], YmB_qExI63, 6490611]
[section-title, [689.0, 127.0, 318.0, 49.5], L-YFMbAb3Q, 6490611]
[section-title, [689.0, 176.5, 318.0, 49.5], L-YFMbAb3Q, 6490611]
[section-title, [689.0, 226.0, 318.0, 49.5], L-YFMbAb3Q, 6490611]
[headline, [17.0, 226.0, 534.0, 37.5], elK178rw1u, 6490611]
[headline, [17.0, 263.5, 534.0, 37.5], elK178rw1u, 6490611]
[headline, [17.0, 301.0, 534.0, 37.5], elK178rw1u, 6490611]
[headline, [17.0, 338.5, 534.0, 37.5], elK178rw1u, 6490611]
[headline, [17.0, 376.0, 534.0, 37.5], elK178rw1u, 6490611]
[headline, [17.0, 413.5, 534.0, 37.5], elK178rw1u, 6490611]
[headline, [17.0, 451.0, 534.0, 37.5], elK178rw1u, 6490611]
[headline, [17.0, 488.5, 534.0, 37.5], elK178rw1u, 6490611]
[headline, [17.0, 526.0, 534.0, 37.5], elK178rw1u, 6490611]
[paragraph, [671.0, 386.0, 521.0, 36.0], UtxYPEzXAb, 6490611]
[paragraph, [671.0, 422.0, 521.0, 36.0], UtxYPEzXAb, 6490611]
[paragraph, [671.0, 458.0, 521.0, 36.0], UtxYPEzXAb, 6490611]
[paragraph, [671.0, 494.0, 521.0, 36.0], UtxYPEzXAb, 6490611]
[paragraph, [671.0, 530.0, 521.0, 36.0], UtxYPEzXAb, 6490611]
[paragraph, [1338.0, 386.0, 592.0, 36.0], ZUsZa9pcOy, 6490611]
[paragraph, [1338.0, 422.0, 592.0, 36.0], ZUsZa9pcOy, 6490611]
[paragraph, [1338.0, 458.0, 592.0, 36.0], ZUsZa9pcOy, 6490611]
[paragraph, [1338.0, 494.0, 592.0, 36.0], ZUsZa9pcOy, 6490611]
[paragraph, [1338.0, 530.0, 592.0, 36.0], ZUsZa9pcOy, 6490611]
[paragraph, [1338.0, 566.0, 592.0, 36.0], ZUsZa9pcOy, 6490611]
[paragraph, [1338.0, 602.0, 592.0, 36.0], ZUsZa9pcOy, 6490611]
[section-title, [687.0, 610.0, 278.0, 49.5], GUNW4JN5iV, 6490611]
[section-title, [687.0, 659.5, 278.0, 49.5], GUNW4JN5iV, 6490611]
[section-title, [687.0, 709.0, 278.0, 49.5], GUNW4JN5iV, 6490611]
[website-link, [30.0, 641.0, 503.0, 18.0], GqHprrCjdY, 6490611]
[website-link, [30.0, 659.0, 503.0, 18.0], GqHprrCjdY, 6490611]
[website-link, [30.0, 677.0, 503.0, 18.0], GqHprrCjdY, 6490611]
[paragraph, [674.0, 875.0, 569.0, 36.0], 2uuTqzC6m6, 6490611]
[paragraph, [674.0, 911.0, 569.0, 36.0], 2uuTqzC6m6, 6490611]
[paragraph, [674.0, 947.0, 569.0, 36.0], 2uuTqzC6m6, 6490611]
[paragraph, [674.0, 983.0, 569.0, 36.0], 2uuTqzC6m6, 6490611]
[paragraph, [674.0, 1019.0, 569.0, 36.0], 2uuTqzC6m6, 6490611]
[paragraph, [674.0, 1055.0, 569.0, 36.0], 2uuTqzC6m6, 6490611]
[paragraph, [674.0, 1091.0, 569.0, 36.0], 2uuTqzC6m6, 6490611]
[paragraph, [674.0, 1127.0, 569.0, 36.0], 2uuTqzC6m6, 6490611]
[section-title, [1348.0, 985.0, 309.0, 49.5], Sn2a--mcWC, 6490611]
[section-title, [1348.0, 1034.5, 309.0, 49.5], Sn2a--mcWC, 6490611]
[section-title, [1348.0, 1084.0, 309.0, 49.5], Sn2a--mcWC, 6490611]
[section-title, [1348.0, 1133.5, 309.0, 49.5], Sn2a--mcWC, 6490611]
[sidebar, [697.0, 1231.0, 536.0, 36.0], 0tlU0oauSc, 6490611]
[sidebar, [697.0, 1267.0, 536.0, 36.0], 0tlU0oauSc, 6490611]
[sidebar, [697.0, 1303.0, 536.0, 36.0], 0tlU0oauSc, 6490611]
[sidebar, [697.0, 1339.0, 536.0, 36.0], 0tlU0oauSc, 6490611]
[sidebar, [697.0, 1375.0, 536.0, 36.0], 0tlU0oauSc, 6490611]
[paragraph, [1348.0, 1254.0, 575.0, 36.0], SMUsQRMr3K, 6490611]
[paragraph, [1348.0, 1290.0, 575.0, 36.0], SMUsQRMr3K, 6490611]
[paragraph, [1348.0, 1326.0, 575.0, 36.0], SMUsQRMr3K, 6490611]
[paragraph, [1348.0, 1362.0, 575.0, 36.0], SMUsQRMr3K, 6490611]
[paragraph, [1348.0, 1398.0, 575.0, 36.0], SMUsQRMr3K, 6490611]
[paragraph, [1348.0, 1434.0, 575.0, 36.0], SMUsQRMr3K, 6490611]
[paragraph, [1348.0, 1470.0, 575.0, 36.0], SMUsQRMr3K, 6490611]
