[1241, 1754]
[section-title, [387.0, 175.0, 952.0, 30.0], misUqZwI3e, 5726241]
[section-title, [387.0, 205.0, 952.0, 30.0], misUqZwI3e, 5726241]
[section-title, [387.0, 235.0, 952.0, 30.0], misUqZwI3e, 5726241]
[section-title, [387.0, 265.0, 952.0, 30.0], misUqZwI3e, 5726241]
[section-title, [387.0, 295.0, 952.0, 30.0], misUqZwI3e, 5726241]
[ordered-list, [54.0, 376.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 394.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 412.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 430.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 448.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 466.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 484.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 502.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 520.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 538.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 556.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 574.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 592.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 610.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 628.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 646.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 664.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 682.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 700.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 718.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 736.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 754.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 772.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 790.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 808.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 826.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 844.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 862.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 880.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 898.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 916.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 934.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 952.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 970.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 988.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 1006.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 1024.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 1042.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 1060.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 1078.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 1096.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
[ordered-list, [54.0, 1114.0, 1631.0, 18.0], 3mH594YJX8, 5726241]
