[1806, 1262]
[folio, [469.0, 99.0, 614.0, 36.0], shoonya_5sEEA1E9S0E85B, 5681245]
[paragraph, [91.0, 172.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 208.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 244.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 280.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 316.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 352.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 388.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 424.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 460.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 496.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 532.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 568.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 604.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 640.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 676.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 712.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 748.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [91.0, 784.0, 504.0, 36.0], shoonya_1sZP1IRO71STXD, 5681245]
[paragraph, [650.0, 182.0, 497.0, 36.0], shoonya_4sJI6J4QV3DDXH, 5681245]
[paragraph, [650.0, 218.0, 497.0, 36.0], shoonya_4sJI6J4QV3DDXH, 5681245]
[paragraph, [649.0, 256.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [649.0, 292.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [649.0, 328.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [649.0, 364.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [649.0, 400.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [649.0, 436.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [649.0, 472.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [649.0, 508.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [649.0, 544.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [649.0, 580.0, 498.0, 36.0], boTR1nyFwX, 5681245]
[paragraph, [645.0, 633.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 669.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 705.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 741.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 777.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 813.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 849.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 885.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 921.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 957.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 993.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 1029.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 1065.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 1101.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 1137.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [645.0, 1173.0, 500.0, 36.0], shoonya_2sZBQDNVF8TJZY, 5681245]
[paragraph, [98.0, 832.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 868.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 904.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 940.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 976.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 1012.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 1048.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 1084.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 1120.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 1156.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 1192.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[paragraph, [98.0, 1228.0, 494.0, 36.0], shoonya_0sLLNJQLUF12HX, 5681245]
[reference, [116.0, 1311.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
[reference, [116.0, 1347.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
[reference, [116.0, 1383.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
[reference, [116.0, 1419.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
[reference, [116.0, 1455.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
[reference, [116.0, 1491.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
[reference, [116.0, 1527.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
[reference, [116.0, 1563.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
[reference, [116.0, 1599.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
[reference, [116.0, 1635.0, 972.0, 36.0], shoonya_3sNHEMHAYK35UK, 5681245]
