[1286, 919]
[chapter-title, [417.0, 36.0, 178.0, 30.0], shoonya_18sHZ4GJ4WX2B0, 5775841]
[paragraph, [198.0, 74.0, 626.0, 18.0], shoonya_10sSAPL4EH9QTY, 5775841]
[paragraph, [198.0, 92.0, 626.0, 18.0], shoonya_10sSAPL4EH9QTY, 5775841]
[paragraph, [192.0, 129.0, 632.0, 18.0], shoonya_19s9J9AK3P1R7D, 5775841]
[paragraph, [192.0, 147.0, 632.0, 18.0], shoonya_19s9J9AK3P1R7D, 5775841]
[paragraph, [188.0, 175.0, 635.0, 18.0], shoonya_15s6W283NI3NZL, 5775841]
[paragraph, [188.0, 193.0, 635.0, 18.0], shoonya_15s6W283NI3NZL, 5775841]
[paragraph, [188.0, 211.0, 635.0, 18.0], shoonya_15s6W283NI3NZL, 5775841]
[paragraph, [196.0, 226.0, 626.0, 18.0], shoonya_16sCE2NM35HJZ6, 5775841]
[paragraph, [196.0, 244.0, 626.0, 18.0], shoonya_16sCE2NM35HJZ6, 5775841]
[paragraph, [196.0, 262.0, 626.0, 18.0], shoonya_16sCE2NM35HJZ6, 5775841]
[paragraph, [196.0, 280.0, 626.0, 18.0], shoonya_16sCE2NM35HJZ6, 5775841]
[paragraph, [216.0, 303.0, 438.0, 18.0], shoonya_11sXFF45HFZNHL, 5775841]
[paragraph, [194.0, 328.0, 628.0, 18.0], shoonya_1s3NPEHA89RHMM, 5775841]
[paragraph, [194.0, 346.0, 628.0, 18.0], shoonya_1s3NPEHA89RHMM, 5775841]
[paragraph, [194.0, 364.0, 628.0, 18.0], shoonya_1s3NPEHA89RHMM, 5775841]
[paragraph, [194.0, 382.0, 628.0, 18.0], shoonya_1s3NPEHA89RHMM, 5775841]
[paragraph, [218.0, 404.0, 268.0, 18.0], shoonya_9sSOP77G1IXYFH, 5775841]
[paragraph, [218.0, 430.0, 322.0, 18.0], shoonya_6sGTMJ63O0WBD2, 5775841]
[paragraph, [218.0, 454.0, 131.0, 18.0], shoonya_8sNMV3BU4B7CWW, 5775841]
[paragraph, [200.0, 479.0, 625.0, 18.0], shoonya_5s2IAIQ33Q88YK, 5775841]
[paragraph, [200.0, 497.0, 625.0, 18.0], shoonya_5s2IAIQ33Q88YK, 5775841]
[paragraph, [219.0, 531.0, 319.0, 18.0], shoonya_12sYD2ZLPLZEMP, 5775841]
[paragraph, [198.0, 555.0, 630.0, 18.0], shoonya_3sPA0EVQXYE6XK, 5775841]
[paragraph, [198.0, 573.0, 630.0, 18.0], shoonya_3sPA0EVQXYE6XK, 5775841]
[paragraph, [198.0, 591.0, 630.0, 18.0], shoonya_3sPA0EVQXYE6XK, 5775841]
[paragraph, [198.0, 609.0, 630.0, 18.0], shoonya_3sPA0EVQXYE6XK, 5775841]
[paragraph, [200.0, 632.0, 628.0, 18.0], shoonya_0sMHOCD7VCJ1YC, 5775841]
[paragraph, [200.0, 650.0, 628.0, 18.0], shoonya_0sMHOCD7VCJ1YC, 5775841]
[paragraph, [200.0, 668.0, 628.0, 18.0], shoonya_0sMHOCD7VCJ1YC, 5775841]
[paragraph, [200.0, 686.0, 628.0, 18.0], shoonya_0sMHOCD7VCJ1YC, 5775841]
[paragraph, [202.0, 708.0, 623.0, 18.0], shoonya_7sWNPHQA5968T4, 5775841]
[paragraph, [202.0, 726.0, 623.0, 18.0], shoonya_7sWNPHQA5968T4, 5775841]
[paragraph, [199.0, 750.0, 630.0, 18.0], shoonya_20sD5FIAY8Z6BH, 5775841]
[paragraph, [199.0, 768.0, 630.0, 18.0], shoonya_20sD5FIAY8Z6BH, 5775841]
[paragraph, [199.0, 786.0, 630.0, 18.0], shoonya_20sD5FIAY8Z6BH, 5775841]
[paragraph, [199.0, 802.0, 629.0, 18.0], shoonya_13s4QGT736Y3ZD, 5775841]
[paragraph, [199.0, 820.0, 629.0, 18.0], shoonya_13s4QGT736Y3ZD, 5775841]
[paragraph, [199.0, 838.0, 629.0, 18.0], shoonya_13s4QGT736Y3ZD, 5775841]
[paragraph, [202.0, 855.0, 630.0, 18.0], shoonya_14sXJS0HWOZ50D, 5775841]
[paragraph, [202.0, 873.0, 630.0, 18.0], shoonya_14sXJS0HWOZ50D, 5775841]
[paragraph, [202.0, 891.0, 630.0, 18.0], shoonya_14sXJS0HWOZ50D, 5775841]
[paragraph, [202.0, 909.0, 630.0, 18.0], shoonya_14sXJS0HWOZ50D, 5775841]
[paragraph, [202.0, 933.0, 629.0, 18.0], shoonya_4sV3T1QIYB9A54, 5775841]
[paragraph, [202.0, 951.0, 629.0, 18.0], shoonya_4sV3T1QIYB9A54, 5775841]
[paragraph, [202.0, 969.0, 629.0, 18.0], shoonya_4sV3T1QIYB9A54, 5775841]
[paragraph, [202.0, 987.0, 629.0, 18.0], shoonya_4sV3T1QIYB9A54, 5775841]
[paragraph, [204.0, 1008.0, 629.0, 18.0], shoonya_2sP95WVU5UVPEG, 5775841]
[paragraph, [204.0, 1026.0, 629.0, 18.0], shoonya_2sP95WVU5UVPEG, 5775841]
[paragraph, [204.0, 1044.0, 629.0, 18.0], shoonya_2sP95WVU5UVPEG, 5775841]
[paragraph, [204.0, 1062.0, 629.0, 18.0], shoonya_2sP95WVU5UVPEG, 5775841]
