[1447, 1063]
[folio, [432.0, 57.0, 194.0, 18.0], aqXdsbAgmi, 5762396]
[headline, [166.0, 89.0, 725.0, 25.5], vTLphH54i-, 5762396]
[headline, [166.0, 114.5, 725.0, 25.5], vTLphH54i-, 5762396]
[sub-headline, [247.0, 151.0, 564.0, 25.5], E0FDkDV-6I, 5762396]
[paragraph, [91.0, 206.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 224.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 242.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 260.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 278.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 296.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 314.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 332.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 350.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 368.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 386.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [91.0, 404.0, 432.0, 18.0], 7JXgoHG-mL, 5762396]
[paragraph, [536.0, 206.0, 339.0, 18.0], Ta0flFi4an, 5762396]
[paragraph, [533.0, 250.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 268.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 286.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 304.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 322.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 340.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 358.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 376.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 394.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 412.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 430.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 448.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 466.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 484.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 502.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 520.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 538.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 556.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 574.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 592.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 610.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 628.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 646.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 664.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 682.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[paragraph, [533.0, 700.0, 432.0, 18.0], shoonya_0sDHPTQ6J0B7ZK, 5762396]
[section-title, [94.0, 433.0, 286.0, 30.0], R4V9AVAv2j, 5762396]
[paragraph, [93.0, 478.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 496.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 514.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 532.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 550.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 568.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 586.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 604.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 622.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 640.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 658.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 676.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 694.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 712.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 730.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 748.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 766.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 784.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 802.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 820.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 838.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 856.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 874.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 892.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 910.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 928.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [93.0, 946.0, 433.0, 18.0], 4INOdUQmjw, 5762396]
[paragraph, [539.0, 746.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 764.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 782.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 800.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 818.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 836.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 854.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 872.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 890.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 908.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 926.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 944.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [539.0, 962.0, 427.0, 18.0], 3Si-5PChrp, 5762396]
[paragraph, [686.0, 989.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1007.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1025.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1043.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1061.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1079.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1097.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1115.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1133.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1151.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1169.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1187.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1205.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1223.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1241.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1259.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1277.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1295.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1313.0, 281.0, 18.0], MQlReoBza4, 5762396]
[paragraph, [686.0, 1331.0, 281.0, 18.0], MQlReoBza4, 5762396]
