[1008, 612]
[section-title, [119.0, 38.0, 373.0, 30.0], shoonya_1sNCOOVKL9VXGH, 5687696]
[placeholder-text, [456.0, 90.0, 74.0, 18.0], oSCX-vjsQe, 5687696]
[placeholder-text, [456.0, 108.0, 74.0, 18.0], oSCX-vjsQe, 5687696]
[placeholder-text, [456.0, 126.0, 74.0, 18.0], oSCX-vjsQe, 5687696]
[ordered-list, [66.0, 212.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 230.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 248.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 266.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 284.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 302.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 320.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 338.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 356.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 374.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 392.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 410.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 428.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 446.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 464.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 482.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 500.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 518.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 536.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 554.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 572.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 590.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 608.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 626.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 644.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 662.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 680.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 698.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 716.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 734.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 752.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 770.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 788.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 806.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 824.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 842.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 860.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 878.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 896.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[ordered-list, [66.0, 914.0, 426.0, 18.0], shoonya_2sJB6SNET3SZD1, 5687696]
[sub-ordered-list, [105.0, 251.0, 268.0, 18.0], ul7VYdLgXR, 5687696]
[sub-ordered-list, [105.0, 269.0, 268.0, 18.0], ul7VYdLgXR, 5687696]
[sub-ordered-list, [360.0, 757.0, 122.0, 18.0], shoonya_0sIMW8ICKNR012, 5687696]
[sub-ordered-list, [104.0, 837.0, 227.0, 18.0], BLtHXfqWZa, 5687696]
[sub-ordered-list, [104.0, 855.0, 227.0, 18.0], BLtHXfqWZa, 5687696]
[sub-ordered-list, [104.0, 873.0, 227.0, 18.0], BLtHXfqWZa, 5687696]
[sub-ordered-list, [104.0, 891.0, 227.0, 18.0], BLtHXfqWZa, 5687696]
[sub-ordered-list, [104.0, 909.0, 227.0, 18.0], BLtHXfqWZa, 5687696]
