[1951, 1219]
[folio, [234.0, 114.0, 214.0, 36.0], IJCOURyTP3, 5682793]
[paragraph, [122.0, 208.0, 96.0, 36.0], jS0c4Y83nH, 5682793]
[paragraph, [118.0, 273.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 309.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 345.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 381.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 417.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 453.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 489.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 525.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 561.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 597.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 633.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 669.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [118.0, 705.0, 978.0, 36.0], lbCSfmaWRm, 5682793]
[paragraph, [114.0, 746.0, 982.0, 36.0], iENjDBXyKh, 5682793]
[paragraph, [114.0, 782.0, 982.0, 36.0], iENjDBXyKh, 5682793]
[paragraph, [114.0, 818.0, 982.0, 36.0], iENjDBXyKh, 5682793]
[paragraph, [114.0, 854.0, 982.0, 36.0], iENjDBXyKh, 5682793]
[paragraph, [114.0, 890.0, 982.0, 36.0], iENjDBXyKh, 5682793]
[paragraph, [114.0, 926.0, 982.0, 36.0], iENjDBXyKh, 5682793]
[paragraph, [114.0, 962.0, 982.0, 36.0], iENjDBXyKh, 5682793]
[paragraph, [112.0, 1032.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1068.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1104.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1140.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1176.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1212.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1248.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1284.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1320.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1356.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1392.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1428.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1464.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1500.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1536.0, 984.0, 36.0], X-2WEOT5aC, 5682793]
[paragraph, [112.0, 1612.0, 986.0, 36.0], VmV_F-h6BJ, 5682793]
[paragraph, [112.0, 1648.0, 986.0, 36.0], VmV_F-h6BJ, 5682793]
[paragraph, [112.0, 1684.0, 986.0, 36.0], VmV_F-h6BJ, 5682793]
[paragraph, [112.0, 1720.0, 986.0, 36.0], VmV_F-h6BJ, 5682793]
[paragraph, [112.0, 1756.0, 986.0, 36.0], VmV_F-h6BJ, 5682793]
[paragraph, [112.0, 1792.0, 986.0, 36.0], VmV_F-h6BJ, 5682793]
