[2339, 1653]
[paragraph, [248.0, 241.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 277.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 313.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 349.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 385.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 421.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 457.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 493.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 529.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 565.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 601.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 637.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 673.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 709.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 745.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 781.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 817.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 853.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 889.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 925.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 961.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 997.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 1033.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 1069.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 1105.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 1141.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 1177.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 1213.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 1249.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [248.0, 1285.0, 1152.0, 36.0], shoonya_0sJQTFNLBUNMN5, 5686579]
[paragraph, [249.0, 1355.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1391.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1427.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1463.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1499.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1535.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1571.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1607.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1643.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1679.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1715.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1751.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1787.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1823.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1859.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1895.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1931.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
[paragraph, [249.0, 1967.0, 1153.0, 36.0], shoonya_1sFP0O2O0UWVA8, 5686579]
