[2339, 1654]
[paragraph, [303.0, 182.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 218.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 254.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 290.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 326.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 362.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 398.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 434.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 470.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 506.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 542.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 578.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 614.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 650.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 686.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 722.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 758.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 794.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 830.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 866.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 902.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 938.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 974.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1010.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1046.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1082.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1118.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1154.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1190.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1226.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1262.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1298.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1334.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1370.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1406.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1442.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1478.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1514.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [303.0, 1550.0, 1193.0, 36.0], shoonya_0sVLEXVZKC1MVJ, 5753616]
[paragraph, [304.0, 1621.0, 1170.0, 36.0], shoonya_2sFQI8Y66Z77WV, 5753616]
[paragraph, [304.0, 1657.0, 1170.0, 36.0], shoonya_2sFQI8Y66Z77WV, 5753616]
[paragraph, [304.0, 1693.0, 1170.0, 36.0], shoonya_2sFQI8Y66Z77WV, 5753616]
[paragraph, [304.0, 1729.0, 1170.0, 36.0], shoonya_2sFQI8Y66Z77WV, 5753616]
[paragraph, [304.0, 1765.0, 1170.0, 36.0], shoonya_2sFQI8Y66Z77WV, 5753616]
[paragraph, [304.0, 1801.0, 1170.0, 36.0], shoonya_2sFQI8Y66Z77WV, 5753616]
[paragraph, [304.0, 1837.0, 1170.0, 36.0], shoonya_2sFQI8Y66Z77WV, 5753616]
[paragraph, [304.0, 1873.0, 1170.0, 36.0], shoonya_2sFQI8Y66Z77WV, 5753616]
[paragraph, [304.0, 1909.0, 1170.0, 36.0], shoonya_2sFQI8Y66Z77WV, 5753616]
[reference, [306.0, 2017.0, 1069.0, 36.0], shoonya_1sOLV1IH54AQAD, 5753616]
