[2339, 1654]
[folio, [1324.0, 31.0, 246.0, 36.0], y3W0vJOgd0, 5750818]
[paragraph, [128.0, 93.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 129.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 165.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 201.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 237.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 273.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 309.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 345.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 381.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 417.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 453.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 489.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 525.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 561.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 597.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 633.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 669.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 705.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 741.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 777.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 813.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 849.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 885.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 921.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 957.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 993.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1029.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1065.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1101.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1137.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1173.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1209.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1245.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1281.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1317.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1353.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1389.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1425.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1461.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1497.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1533.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1569.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1605.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1641.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1677.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1713.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1749.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1785.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1821.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1857.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1893.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1929.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 1965.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 2001.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 2037.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 2073.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 2109.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
[paragraph, [128.0, 2145.0, 1442.0, 36.0], DSh8fWtztg, 5750818]
