[1242, 842]
[chapter-title, [317.0, 32.0, 274.0, 30.0], shoonya_10sLO801BI7KUV, 5776785]
[paragraph, [137.0, 72.0, 632.0, 18.0], shoonya_6sHDLWVNU7YIXY, 5776785]
[paragraph, [137.0, 90.0, 632.0, 18.0], shoonya_6sHDLWVNU7YIXY, 5776785]
[paragraph, [138.0, 123.0, 634.0, 18.0], shoonya_4sSP55AG75KQPU, 5776785]
[paragraph, [138.0, 141.0, 634.0, 18.0], shoonya_4sSP55AG75KQPU, 5776785]
[paragraph, [138.0, 159.0, 634.0, 18.0], shoonya_4sSP55AG75KQPU, 5776785]
[paragraph, [138.0, 177.0, 634.0, 18.0], shoonya_4sSP55AG75KQPU, 5776785]
[paragraph, [138.0, 195.0, 634.0, 18.0], shoonya_4sSP55AG75KQPU, 5776785]
[paragraph, [138.0, 224.0, 634.0, 18.0], shoonya_2sDXUQRQ8XPI6H, 5776785]
[paragraph, [138.0, 242.0, 634.0, 18.0], shoonya_2sDXUQRQ8XPI6H, 5776785]
[paragraph, [138.0, 260.0, 634.0, 18.0], shoonya_2sDXUQRQ8XPI6H, 5776785]
[paragraph, [138.0, 278.0, 634.0, 18.0], shoonya_2sDXUQRQ8XPI6H, 5776785]
[paragraph, [138.0, 296.0, 634.0, 18.0], shoonya_2sDXUQRQ8XPI6H, 5776785]
[paragraph, [138.0, 314.0, 634.0, 18.0], shoonya_2sDXUQRQ8XPI6H, 5776785]
[paragraph, [138.0, 332.0, 634.0, 18.0], shoonya_2sDXUQRQ8XPI6H, 5776785]
[paragraph, [138.0, 350.0, 634.0, 18.0], shoonya_2sDXUQRQ8XPI6H, 5776785]
[paragraph, [138.0, 368.0, 634.0, 18.0], shoonya_2sDXUQRQ8XPI6H, 5776785]
[paragraph, [139.0, 401.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 419.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 437.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 455.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 473.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 491.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 509.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 527.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 545.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 563.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 581.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [139.0, 599.0, 633.0, 18.0], shoonya_0sIG4LSBVEIO1G, 5776785]
[paragraph, [140.0, 628.0, 634.0, 18.0], shoonya_3sSVX81EC9UG2L, 5776785]
[paragraph, [140.0, 646.0, 634.0, 18.0], shoonya_3sSVX81EC9UG2L, 5776785]
[paragraph, [140.0, 664.0, 634.0, 18.0], shoonya_3sSVX81EC9UG2L, 5776785]
[paragraph, [140.0, 682.0, 634.0, 18.0], shoonya_3sSVX81EC9UG2L, 5776785]
[paragraph, [140.0, 700.0, 634.0, 18.0], shoonya_3sSVX81EC9UG2L, 5776785]
[paragraph, [162.0, 727.0, 165.0, 18.0], shoonya_8s8ZQ6VYZ9ERWV, 5776785]
[paragraph, [143.0, 753.0, 630.0, 18.0], shoonya_5sD39FHTMJ5BVW, 5776785]
[paragraph, [143.0, 771.0, 630.0, 18.0], shoonya_5sD39FHTMJ5BVW, 5776785]
[paragraph, [164.0, 804.0, 195.0, 18.0], shoonya_7sNFZY6EVKJIM3, 5776785]
[paragraph, [142.0, 829.0, 628.0, 18.0], shoonya_1sMEU9CPZE78U8, 5776785]
[paragraph, [142.0, 847.0, 628.0, 18.0], shoonya_1sMEU9CPZE78U8, 5776785]
[paragraph, [142.0, 865.0, 628.0, 18.0], shoonya_1sMEU9CPZE78U8, 5776785]
[paragraph, [142.0, 883.0, 628.0, 18.0], shoonya_1sMEU9CPZE78U8, 5776785]
[paragraph, [142.0, 901.0, 628.0, 18.0], shoonya_1sMEU9CPZE78U8, 5776785]
[paragraph, [142.0, 919.0, 628.0, 18.0], shoonya_1sMEU9CPZE78U8, 5776785]
[paragraph, [141.0, 954.0, 630.0, 18.0], shoonya_9sDWTGYUI2G7OI, 5776785]
[paragraph, [141.0, 972.0, 630.0, 18.0], shoonya_9sDWTGYUI2G7OI, 5776785]
[paragraph, [143.0, 1006.0, 628.0, 18.0], shoonya_11s8HNY0NDKAVE, 5776785]
[paragraph, [143.0, 1024.0, 628.0, 18.0], shoonya_11s8HNY0NDKAVE, 5776785]
[paragraph, [151.0, 1051.0, 627.0, 18.0], shoonya_13s4009M3E83K0, 5776785]
