[3442, 2665]
[paragraph, [146.0, 149.0, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 201.5, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 254.0, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 306.5, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 359.0, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 411.5, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 464.0, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 516.5, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 569.0, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 621.5, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 674.0, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 726.5, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 779.0, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 831.5, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 884.0, 2291.0, 52.5], OxF46Sq0oc, 6473679]
[paragraph, [146.0, 1009.0, 2235.0, 52.5], kfoC2zWnRV, 6473679]
[paragraph, [146.0, 1061.5, 2235.0, 52.5], kfoC2zWnRV, 6473679]
[paragraph, [146.0, 1114.0, 2235.0, 52.5], kfoC2zWnRV, 6473679]
[paragraph, [146.0, 1166.5, 2235.0, 52.5], kfoC2zWnRV, 6473679]
[paragraph, [146.0, 1219.0, 2235.0, 52.5], kfoC2zWnRV, 6473679]
[paragraph, [146.0, 1271.5, 2235.0, 52.5], kfoC2zWnRV, 6473679]
[paragraph, [136.0, 1442.0, 2271.0, 52.5], aRaY_BTRZ3, 6473679]
[paragraph, [136.0, 1494.5, 2271.0, 52.5], aRaY_BTRZ3, 6473679]
[paragraph, [136.0, 1547.0, 2271.0, 52.5], aRaY_BTRZ3, 6473679]
[paragraph, [136.0, 1599.5, 2271.0, 52.5], aRaY_BTRZ3, 6473679]
[paragraph, [136.0, 1652.0, 2271.0, 52.5], aRaY_BTRZ3, 6473679]
[paragraph, [136.0, 1704.5, 2271.0, 52.5], aRaY_BTRZ3, 6473679]
[paragraph, [136.0, 1757.0, 2271.0, 52.5], aRaY_BTRZ3, 6473679]
[paragraph, [136.0, 1809.5, 2271.0, 52.5], aRaY_BTRZ3, 6473679]
[paragraph, [143.0, 1972.0, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2024.5, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2077.0, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2129.5, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2182.0, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2234.5, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2287.0, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2339.5, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2392.0, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2444.5, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2497.0, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2549.5, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2602.0, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2654.5, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2707.0, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [143.0, 2759.5, 2335.0, 52.5], PsZ1i8RvYz, 6473679]
[paragraph, [129.0, 2932.0, 2401.0, 52.5], prxg9J2KLJ, 6473679]
[paragraph, [129.0, 2984.5, 2401.0, 52.5], prxg9J2KLJ, 6473679]
[paragraph, [129.0, 3037.0, 2401.0, 52.5], prxg9J2KLJ, 6473679]
[paragraph, [129.0, 3089.5, 2401.0, 52.5], prxg9J2KLJ, 6473679]
[paragraph, [129.0, 3142.0, 2401.0, 52.5], prxg9J2KLJ, 6473679]
[paragraph, [129.0, 3194.5, 2401.0, 52.5], prxg9J2KLJ, 6473679]
