[3300, 2550]
[paragraph, [279.0, 279.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 331.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 384.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 436.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 489.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 541.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 594.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 646.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 699.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 751.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 804.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 856.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 909.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 961.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 1014.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 1066.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 1119.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 1171.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 1224.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 1276.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 1329.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 1381.5, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [279.0, 1434.0, 1998.0, 52.5], shoonya_1sQWIYEA4QMO6B, 5720013]
[paragraph, [283.0, 1552.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 1604.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 1657.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 1709.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 1762.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 1814.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 1867.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 1919.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 1972.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2024.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2077.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2129.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2182.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2234.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2287.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2339.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2392.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2444.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2497.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2549.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2602.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2654.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2707.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2759.5, 1988.0, 52.5], gdwENYpHzc, 5720013]
[paragraph, [283.0, 2812.0, 1988.0, 52.5], gdwENYpHzc, 5720013]
