[2339, 1653]
[paragraph, [119.0, 146.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [119.0, 182.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [119.0, 218.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [119.0, 254.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [119.0, 290.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [119.0, 326.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [119.0, 362.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [119.0, 398.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [119.0, 434.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [119.0, 470.0, 1419.0, 36.0], QhcGbRk034, 5750325]
[paragraph, [113.0, 547.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 583.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 619.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 655.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 691.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 727.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 763.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 799.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 835.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 871.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 907.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 943.0, 1419.0, 36.0], 64z2MALJFX, 5750325]
[paragraph, [113.0, 1020.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1056.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1092.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1128.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1164.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1200.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1236.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1272.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1308.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1344.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1380.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1416.0, 1421.0, 36.0], QOoT0A04a1, 5750325]
[paragraph, [113.0, 1500.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [113.0, 1536.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [113.0, 1572.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [113.0, 1608.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [113.0, 1644.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [113.0, 1680.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [113.0, 1716.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [113.0, 1752.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [113.0, 1788.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [113.0, 1824.0, 1427.0, 36.0], 8FQWYUM9Qh, 5750325]
[paragraph, [115.0, 1890.0, 1423.0, 36.0], S75Uu4lt3S, 5750325]
[paragraph, [115.0, 1926.0, 1423.0, 36.0], S75Uu4lt3S, 5750325]
[paragraph, [115.0, 1962.0, 1423.0, 36.0], S75Uu4lt3S, 5750325]
[paragraph, [115.0, 1998.0, 1423.0, 36.0], S75Uu4lt3S, 5750325]
[paragraph, [115.0, 2034.0, 1423.0, 36.0], S75Uu4lt3S, 5750325]
