[2339, 1654]
[folio, [84.0, 24.0, 335.0, 36.0], EA40KE0fmi, 5750752]
[folio, [84.0, 60.0, 335.0, 36.0], EA40KE0fmi, 5750752]
[paragraph, [103.0, 94.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 130.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 166.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 202.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 238.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 274.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 310.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 346.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 382.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 418.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 454.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 490.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 526.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 562.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 598.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 634.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 670.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [103.0, 706.0, 1443.0, 36.0], shoonya_1sE9MI3SEAUA8S, 5750752]
[paragraph, [115.0, 735.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 771.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 807.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 843.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 879.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 915.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 951.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 987.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1023.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1059.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1095.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1131.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1167.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1203.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1239.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1275.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1311.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1347.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1383.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1419.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1455.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1491.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [115.0, 1527.0, 1457.0, 36.0], shoonya_0sG5K9VY1B3NBF, 5750752]
[paragraph, [240.0, 1545.0, 1183.0, 36.0], pPgWgJ48uX, 5750752]
[paragraph, [240.0, 1581.0, 1183.0, 36.0], pPgWgJ48uX, 5750752]
[paragraph, [240.0, 1617.0, 1183.0, 36.0], pPgWgJ48uX, 5750752]
[paragraph, [240.0, 1653.0, 1183.0, 36.0], pPgWgJ48uX, 5750752]
[paragraph, [240.0, 1689.0, 1183.0, 36.0], pPgWgJ48uX, 5750752]
[paragraph, [240.0, 1725.0, 1183.0, 36.0], pPgWgJ48uX, 5750752]
[paragraph, [240.0, 1761.0, 1183.0, 36.0], pPgWgJ48uX, 5750752]
[paragraph, [240.0, 1797.0, 1183.0, 36.0], pPgWgJ48uX, 5750752]
[paragraph, [240.0, 1833.0, 1183.0, 36.0], pPgWgJ48uX, 5750752]
[reference, [1037.0, 1893.0, 367.0, 36.0], shoonya_2sIN16X02CF0OW, 5750752]
[paragraph, [114.0, 1951.0, 1455.0, 36.0], shoonya_3s7HMWWHTHFQFI, 5750752]
[paragraph, [114.0, 1987.0, 1455.0, 36.0], shoonya_3s7HMWWHTHFQFI, 5750752]
[paragraph, [114.0, 2023.0, 1455.0, 36.0], shoonya_3s7HMWWHTHFQFI, 5750752]
[paragraph, [114.0, 2059.0, 1455.0, 36.0], shoonya_3s7HMWWHTHFQFI, 5750752]
[paragraph, [114.0, 2095.0, 1455.0, 36.0], shoonya_3s7HMWWHTHFQFI, 5750752]
[paragraph, [114.0, 2131.0, 1455.0, 36.0], shoonya_3s7HMWWHTHFQFI, 5750752]
[paragraph, [114.0, 2167.0, 1455.0, 36.0], shoonya_3s7HMWWHTHFQFI, 5750752]
