[2806, 1983]
[folio, [213.0, 243.0, 676.0, 46.5], yPff3fnAsd, 5683160]
[paragraph, [205.0, 426.0, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 472.5, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 519.0, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 565.5, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 612.0, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 658.5, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 705.0, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 751.5, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 798.0, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 844.5, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 891.0, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 937.5, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 984.0, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 1030.5, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 1077.0, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [205.0, 1123.5, 1551.0, 46.5], aieP7znsKU, 5683160]
[paragraph, [213.0, 1302.0, 1534.0, 46.5], qADQbwfgH_, 5683160]
[paragraph, [213.0, 1348.5, 1534.0, 46.5], qADQbwfgH_, 5683160]
[paragraph, [213.0, 1395.0, 1534.0, 46.5], qADQbwfgH_, 5683160]
[paragraph, [213.0, 1441.5, 1534.0, 46.5], qADQbwfgH_, 5683160]
[paragraph, [213.0, 1488.0, 1534.0, 46.5], qADQbwfgH_, 5683160]
[paragraph, [220.0, 1670.0, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 1716.5, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 1763.0, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 1809.5, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 1856.0, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 1902.5, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 1949.0, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 1995.5, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 2042.0, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 2088.5, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 2135.0, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [220.0, 2181.5, 1547.0, 46.5], shoonya_0sKV6STQ1LF95A, 5683160]
[paragraph, [223.0, 2369.0, 1539.0, 46.5], aKap86m-kg, 5683160]
[paragraph, [223.0, 2415.5, 1539.0, 46.5], aKap86m-kg, 5683160]
[paragraph, [223.0, 2462.0, 1539.0, 46.5], aKap86m-kg, 5683160]
[paragraph, [223.0, 2508.5, 1539.0, 46.5], aKap86m-kg, 5683160]
