[2278, 1778]
[folio, [1140.0, 42.0, 394.0, 36.0], _08ML0oriR, 5757949]
[folio, [1140.0, 78.0, 394.0, 36.0], _08ML0oriR, 5757949]
[folio, [1140.0, 114.0, 394.0, 36.0], _08ML0oriR, 5757949]
[folio, [1140.0, 150.0, 394.0, 36.0], _08ML0oriR, 5757949]
[folio, [1140.0, 186.0, 394.0, 36.0], _08ML0oriR, 5757949]
[folio, [128.0, 66.0, 344.0, 36.0], aHTlzP_tvM, 5757949]
[chapter-title, [467.0, 305.0, 722.0, 70.5], shoonya_4sZYXUTB4WZ65T, 5757949]
[paragraph, [127.0, 475.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 511.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 547.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 583.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 619.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 655.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 691.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 727.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 763.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 799.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 835.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 871.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 907.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 943.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [127.0, 979.0, 1532.0, 36.0], shoonya_0s4S8EDPDG97YQ, 5757949]
[paragraph, [125.0, 1028.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1064.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1100.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1136.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1172.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1208.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1244.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1280.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1316.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1352.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1388.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1424.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1460.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1496.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1532.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1568.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [125.0, 1604.0, 1529.0, 36.0], shoonya_1sX1GNI6SMPXPT, 5757949]
[paragraph, [124.0, 1641.0, 1529.0, 36.0], shoonya_6s4DOLUGI9ZEZ1, 5757949]
[paragraph, [124.0, 1677.0, 1529.0, 36.0], shoonya_6s4DOLUGI9ZEZ1, 5757949]
[paragraph, [124.0, 1713.0, 1529.0, 36.0], shoonya_6s4DOLUGI9ZEZ1, 5757949]
[paragraph, [124.0, 1764.0, 1529.0, 36.0], Q6icfRxU1-, 5757949]
[paragraph, [124.0, 1800.0, 1529.0, 36.0], Q6icfRxU1-, 5757949]
[paragraph, [124.0, 1836.0, 1529.0, 36.0], Q6icfRxU1-, 5757949]
[paragraph, [124.0, 1872.0, 1529.0, 36.0], Q6icfRxU1-, 5757949]
[paragraph, [124.0, 1908.0, 1529.0, 36.0], Q6icfRxU1-, 5757949]
[paragraph, [124.0, 1944.0, 1529.0, 36.0], Q6icfRxU1-, 5757949]
[paragraph, [124.0, 1980.0, 1529.0, 36.0], Q6icfRxU1-, 5757949]
[paragraph, [124.0, 2016.0, 1529.0, 36.0], Q6icfRxU1-, 5757949]
