[1240, 875]
[paragraph, [61.0, 40.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 58.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 76.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 94.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 112.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 130.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 148.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 166.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 184.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 202.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [61.0, 220.0, 749.0, 18.0], OEKkkU0Y5L, 5773759]
[paragraph, [303.0, 262.0, 497.0, 18.0], qKbYJzcVJV, 5773759]
[paragraph, [303.0, 280.0, 497.0, 18.0], qKbYJzcVJV, 5773759]
[paragraph, [303.0, 298.0, 497.0, 18.0], qKbYJzcVJV, 5773759]
[paragraph, [303.0, 316.0, 497.0, 18.0], qKbYJzcVJV, 5773759]
[section-title, [67.0, 264.0, 225.0, 30.0], RnVBP44ByH, 5773759]
[section-title, [67.0, 294.0, 225.0, 30.0], RnVBP44ByH, 5773759]
[paragraph, [54.0, 334.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 352.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 370.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 388.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 406.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 424.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 442.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 460.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 478.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 496.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 514.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 532.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 550.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 568.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 586.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 604.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 622.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 640.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 658.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 676.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 694.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 712.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 730.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 748.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 766.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 784.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 802.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 820.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 838.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 856.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 874.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 892.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 910.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 928.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 946.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 964.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 982.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 1000.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 1018.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 1036.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 1054.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 1072.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 1090.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 1108.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 1126.0, 763.0, 18.0], nJ-F87-URz, 5773759]
[paragraph, [54.0, 1144.0, 763.0, 18.0], nJ-F87-URz, 5773759]
