[3509, 2482]
[section-title, [968.0, 438.0, 217.0, 93.0], shoonya_0sW2K467EXC6XO, 5691581]
[paragraph, [183.0, 570.0, 1814.0, 52.5], h9L1R2o5ey, 5691581]
[paragraph, [183.0, 622.5, 1814.0, 52.5], h9L1R2o5ey, 5691581]
[paragraph, [183.0, 675.0, 1814.0, 52.5], h9L1R2o5ey, 5691581]
[paragraph, [183.0, 727.5, 1814.0, 52.5], h9L1R2o5ey, 5691581]
[paragraph, [266.0, 815.0, 694.0, 52.5], iaKS1n1MSy, 5691581]
[paragraph, [204.0, 874.0, 1793.0, 52.5], s75vE1XH8t, 5691581]
[paragraph, [204.0, 926.5, 1793.0, 52.5], s75vE1XH8t, 5691581]
[paragraph, [266.0, 1030.0, 1622.0, 52.5], jZjfqqNbAa, 5691581]
[paragraph, [276.0, 1107.0, 909.0, 52.5], BFOH-IfMRa, 5691581]
[paragraph, [294.0, 1178.0, 381.0, 52.5], fZdTaJImoA, 5691581]
[paragraph, [207.0, 1253.0, 1777.0, 52.5], t2kjB3k6Ke, 5691581]
[paragraph, [207.0, 1305.5, 1777.0, 52.5], t2kjB3k6Ke, 5691581]
[paragraph, [207.0, 1358.0, 1777.0, 52.5], t2kjB3k6Ke, 5691581]
[paragraph, [207.0, 1410.5, 1777.0, 52.5], t2kjB3k6Ke, 5691581]
[paragraph, [207.0, 1463.0, 1777.0, 52.5], t2kjB3k6Ke, 5691581]
[paragraph, [294.0, 1554.0, 601.0, 52.5], bjeWzhPXa7, 5691581]
[paragraph, [192.0, 1622.0, 1790.0, 52.5], uG6gBpnosU, 5691581]
[paragraph, [192.0, 1674.5, 1790.0, 52.5], uG6gBpnosU, 5691581]
[paragraph, [192.0, 1727.0, 1790.0, 52.5], uG6gBpnosU, 5691581]
[paragraph, [291.0, 1783.0, 918.0, 52.5], hY0F7jv69q, 5691581]
[paragraph, [223.0, 1849.0, 1780.0, 52.5], 7RNJyI4iUp, 5691581]
[paragraph, [223.0, 1901.5, 1780.0, 52.5], 7RNJyI4iUp, 5691581]
[paragraph, [223.0, 1954.0, 1780.0, 52.5], 7RNJyI4iUp, 5691581]
[paragraph, [223.0, 2006.5, 1780.0, 52.5], 7RNJyI4iUp, 5691581]
[paragraph, [288.0, 2075.0, 1126.0, 52.5], l_kEGMbqOM, 5691581]
[paragraph, [304.0, 2150.0, 741.0, 52.5], hRvZxQYTIf, 5691581]
[paragraph, [288.0, 2227.0, 1712.0, 52.5], twt2muuyw1, 5691581]
[paragraph, [297.0, 2299.0, 846.0, 52.5], PllpTMEryf, 5691581]
[paragraph, [304.0, 2373.0, 1240.0, 52.5], PCZLVZ7rkE, 5691581]
[paragraph, [297.0, 2447.0, 651.0, 52.5], bwBwp4e3j7, 5691581]
[paragraph, [319.0, 2522.0, 1054.0, 52.5], PQqolHAYji, 5691581]
[paragraph, [322.0, 2599.0, 1414.0, 52.5], tafboPyFzU, 5691581]
[paragraph, [245.0, 2668.0, 1790.0, 52.5], -pU_kcMD2u, 5691581]
[paragraph, [245.0, 2720.5, 1790.0, 52.5], -pU_kcMD2u, 5691581]
[paragraph, [307.0, 2832.0, 660.0, 52.5], pjX-dNUox3, 5691581]
[paragraph, [319.0, 2897.0, 682.0, 52.5], WUp_q823Ny, 5691581]
[paragraph, [241.0, 2972.0, 1765.0, 52.5], fbOKfkI9UX, 5691581]
[paragraph, [241.0, 3024.5, 1765.0, 52.5], fbOKfkI9UX, 5691581]
[paragraph, [220.0, 3118.0, 1836.0, 52.5], azfqfW_3OP, 5691581]
[paragraph, [220.0, 3170.5, 1836.0, 52.5], azfqfW_3OP, 5691581]
[paragraph, [285.0, 3267.0, 387.0, 52.5], rY7GlxFXNQ, 5691581]
