[1320, 1176]
[headline, [253.0, 157.0, 677.0, 25.5], LgeMpyJOxy, 5694396]
[headline, [253.0, 182.5, 677.0, 25.5], LgeMpyJOxy, 5694396]
[headline, [253.0, 208.0, 677.0, 25.5], LgeMpyJOxy, 5694396]
[sub-headline, [217.0, 262.0, 713.0, 25.5], zODJQly9-8, 5694396]
[sub-headline, [217.0, 287.5, 713.0, 25.5], zODJQly9-8, 5694396]
[subsub-headline, [130.0, 306.0, 897.0, 22.5], 4KEXS73Mr6, 5694396]
[subsub-headline, [130.0, 328.5, 897.0, 22.5], 4KEXS73Mr6, 5694396]
[paragraph, [411.0, 364.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 382.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 400.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 418.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 436.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 454.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 472.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 490.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 508.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 526.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 544.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 562.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 580.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 598.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 616.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 634.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 652.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 670.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 688.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 706.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 724.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 742.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 760.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 778.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 796.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 814.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [411.0, 832.0, 345.0, 18.0], shoonya_2s6BPQGHHIKSE7, 5694396]
[paragraph, [78.0, 369.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 387.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 405.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 423.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 441.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 459.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 477.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 495.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 513.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 531.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 549.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [78.0, 567.0, 333.0, 18.0], shoonya_4s9XJW5GZLOG8L, 5694396]
[paragraph, [758.0, 370.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 388.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 406.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 424.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 442.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 460.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 478.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 496.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 514.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 532.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 550.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 568.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 586.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 604.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 622.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 640.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 658.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 676.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 694.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [758.0, 712.0, 321.0, 18.0], shoonya_3sGQLH23XM0NED, 5694396]
[paragraph, [71.0, 598.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 616.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 634.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 652.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 670.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 688.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 706.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 724.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 742.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 760.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 778.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 796.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 814.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 832.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 850.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 868.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 886.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 904.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 922.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 940.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 958.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
