[2174, 1461]
[folio, [151.0, 120.0, 202.0, 36.0], 2u8eFcZTNS, 5655117]
[section-title, [150.0, 233.0, 580.0, 52.5], shoonya_5sRZZA04LGPRT3, 5655117]
[paragraph, [153.0, 323.0, 1173.0, 36.0], shoonya_2sL8BKN7UH4BRH, 5655117]
[paragraph, [153.0, 359.0, 1173.0, 36.0], shoonya_2sL8BKN7UH4BRH, 5655117]
[paragraph, [153.0, 395.0, 1173.0, 36.0], shoonya_2sL8BKN7UH4BRH, 5655117]
[paragraph, [153.0, 431.0, 1173.0, 36.0], shoonya_2sL8BKN7UH4BRH, 5655117]
[paragraph, [153.0, 467.0, 1173.0, 36.0], shoonya_2sL8BKN7UH4BRH, 5655117]
[paragraph, [153.0, 503.0, 1173.0, 36.0], shoonya_2sL8BKN7UH4BRH, 5655117]
[paragraph, [153.0, 539.0, 1173.0, 36.0], shoonya_2sL8BKN7UH4BRH, 5655117]
[paragraph, [153.0, 575.0, 1173.0, 36.0], shoonya_2sL8BKN7UH4BRH, 5655117]
[paragraph, [148.0, 646.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 682.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 718.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 754.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 790.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 826.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 862.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 898.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 934.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 970.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 1006.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 1042.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 1078.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 1114.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 1150.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 1186.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 1222.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 1258.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [148.0, 1294.0, 1193.0, 36.0], shoonya_1sFZIBPOJ7O5JV, 5655117]
[paragraph, [152.0, 1369.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1405.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1441.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1477.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1513.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1549.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1585.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1621.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1657.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1693.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1729.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[paragraph, [152.0, 1765.0, 1185.0, 36.0], shoonya_0s62LWXG1JPPPW, 5655117]
[reference, [154.0, 1890.0, 959.0, 36.0], shoonya_4sQIML73WXYSIO, 5655117]
[reference, [154.0, 1926.0, 959.0, 36.0], shoonya_4sQIML73WXYSIO, 5655117]
[reference, [154.0, 1962.0, 959.0, 36.0], shoonya_4sQIML73WXYSIO, 5655117]
[reference, [154.0, 1998.0, 959.0, 36.0], shoonya_4sQIML73WXYSIO, 5655117]
