[3947, 2777]
[section-title, [801.0, 178.0, 1232.0, 93.0], bQk91wuf2b, 5715876]
[section-title, [801.0, 271.0, 1232.0, 93.0], bQk91wuf2b, 5715876]
[contact-info, [623.0, 416.0, 1568.0, 52.5], aOBNe67A5j, 5715876]
[contact-info, [623.0, 468.5, 1568.0, 52.5], aOBNe67A5j, 5715876]
[contact-info, [623.0, 521.0, 1568.0, 52.5], aOBNe67A5j, 5715876]
[contact-info, [623.0, 573.5, 1568.0, 52.5], aOBNe67A5j, 5715876]
[contact-info, [623.0, 626.0, 1568.0, 52.5], aOBNe67A5j, 5715876]
[contact-info, [623.0, 678.5, 1568.0, 52.5], aOBNe67A5j, 5715876]
[contact-info, [623.0, 731.0, 1568.0, 52.5], aOBNe67A5j, 5715876]
[contact-info, [623.0, 783.5, 1568.0, 52.5], aOBNe67A5j, 5715876]
[paragraph, [213.0, 1985.0, 539.0, 52.5], OQS4xQF20L, 5715876]
[paragraph, [213.0, 2037.5, 539.0, 52.5], OQS4xQF20L, 5715876]
[paragraph, [213.0, 2090.0, 539.0, 52.5], OQS4xQF20L, 5715876]
[paragraph, [213.0, 2213.0, 595.0, 52.5], BBo_g2x_U5, 5715876]
[paragraph, [213.0, 2265.5, 595.0, 52.5], BBo_g2x_U5, 5715876]
[paragraph, [203.0, 2402.0, 668.0, 52.5], hdCLhBwuYf, 5715876]
[paragraph, [203.0, 2454.5, 668.0, 52.5], hdCLhBwuYf, 5715876]
[paragraph, [199.0, 2584.0, 567.0, 52.5], dCGAhPc6ZL, 5715876]
[paragraph, [199.0, 2636.5, 567.0, 52.5], dCGAhPc6ZL, 5715876]
[paragraph, [252.0, 2752.0, 458.0, 52.5], VW95OJuhJD, 5715876]
[paragraph, [252.0, 2804.5, 458.0, 52.5], VW95OJuhJD, 5715876]
[paragraph, [208.0, 2973.0, 578.0, 52.5], shoonya_2sD29GF3IYA3LX, 5715876]
[paragraph, [208.0, 3025.5, 578.0, 52.5], shoonya_2sD29GF3IYA3LX, 5715876]
[contact-info, [469.0, 3285.0, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3337.5, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3390.0, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3442.5, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3495.0, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3547.5, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3600.0, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3652.5, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3705.0, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3757.5, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3810.0, 1872.0, 52.5], mMwZ5lidGD, 5715876]
[contact-info, [469.0, 3862.5, 1872.0, 52.5], mMwZ5lidGD, 5715876]
