[1571, 1187]
[folio, [128.0, 80.0, 544.0, 36.0], shoonya_11sTGJHV76XIT1, 6472972]
[paragraph, [614.0, 169.0, 471.0, 36.0], shoonya_4sJ90UYH91YDY4, 6472972]
[paragraph, [128.0, 170.0, 468.0, 36.0], shoonya_5sJBD1OHFK7B5J, 6472972]
[section-title, [130.0, 222.0, 470.0, 49.5], shoonya_3sRPZ99N08AY20, 6472972]
[paragraph, [615.0, 223.0, 470.0, 36.0], shoonya_6s55WS30JQGF1C, 6472972]
[paragraph, [615.0, 259.0, 470.0, 36.0], shoonya_6s55WS30JQGF1C, 6472972]
[paragraph, [615.0, 295.0, 470.0, 36.0], shoonya_6s55WS30JQGF1C, 6472972]
[paragraph, [615.0, 331.0, 470.0, 36.0], shoonya_6s55WS30JQGF1C, 6472972]
[paragraph, [615.0, 367.0, 470.0, 36.0], shoonya_6s55WS30JQGF1C, 6472972]
[paragraph, [615.0, 403.0, 470.0, 36.0], shoonya_6s55WS30JQGF1C, 6472972]
[paragraph, [615.0, 439.0, 470.0, 36.0], shoonya_6s55WS30JQGF1C, 6472972]
[paragraph, [615.0, 475.0, 470.0, 36.0], shoonya_6s55WS30JQGF1C, 6472972]
[paragraph, [127.0, 274.0, 471.0, 36.0], shoonya_8sOL09PUVFCQ05, 6472972]
[paragraph, [127.0, 310.0, 471.0, 36.0], shoonya_8sOL09PUVFCQ05, 6472972]
[paragraph, [127.0, 346.0, 471.0, 36.0], shoonya_8sOL09PUVFCQ05, 6472972]
[paragraph, [127.0, 382.0, 471.0, 36.0], shoonya_8sOL09PUVFCQ05, 6472972]
[paragraph, [127.0, 418.0, 471.0, 36.0], shoonya_8sOL09PUVFCQ05, 6472972]
[paragraph, [127.0, 454.0, 471.0, 36.0], shoonya_8sOL09PUVFCQ05, 6472972]
[paragraph, [126.0, 522.0, 276.0, 36.0], shoonya_10sNIUCXW3CR61, 6472972]
[paragraph, [126.0, 558.0, 276.0, 36.0], shoonya_10sNIUCXW3CR61, 6472972]
[paragraph, [126.0, 594.0, 276.0, 36.0], shoonya_10sNIUCXW3CR61, 6472972]
[paragraph, [126.0, 630.0, 276.0, 36.0], shoonya_10sNIUCXW3CR61, 6472972]
[paragraph, [126.0, 666.0, 276.0, 36.0], shoonya_10sNIUCXW3CR61, 6472972]
[paragraph, [824.0, 522.0, 261.0, 36.0], shoonya_9sBD46MVO0Q903, 6472972]
[paragraph, [824.0, 558.0, 261.0, 36.0], shoonya_9sBD46MVO0Q903, 6472972]
[paragraph, [824.0, 594.0, 261.0, 36.0], shoonya_9sBD46MVO0Q903, 6472972]
[paragraph, [824.0, 630.0, 261.0, 36.0], shoonya_9sBD46MVO0Q903, 6472972]
[paragraph, [824.0, 666.0, 261.0, 36.0], shoonya_9sBD46MVO0Q903, 6472972]
[paragraph, [824.0, 702.0, 261.0, 36.0], shoonya_9sBD46MVO0Q903, 6472972]
[sidebar, [409.0, 535.0, 399.0, 36.0], QioMI22-VY, 6472972]
[sidebar, [409.0, 571.0, 399.0, 36.0], QioMI22-VY, 6472972]
[sidebar, [409.0, 607.0, 399.0, 36.0], QioMI22-VY, 6472972]
[sidebar, [409.0, 643.0, 399.0, 36.0], QioMI22-VY, 6472972]
[sidebar, [409.0, 679.0, 399.0, 36.0], QioMI22-VY, 6472972]
[sidebar, [409.0, 715.0, 399.0, 36.0], QioMI22-VY, 6472972]
[paragraph, [127.0, 771.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [127.0, 807.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [127.0, 843.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [127.0, 879.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [127.0, 915.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [127.0, 951.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [127.0, 987.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [127.0, 1023.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [127.0, 1059.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [127.0, 1095.0, 471.0, 36.0], shoonya_1sAMMEIVBQWM92, 6472972]
[paragraph, [614.0, 772.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 808.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 844.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 880.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 916.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 952.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 988.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 1024.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 1060.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 1096.0, 474.0, 36.0], IeC851G5C7, 6472972]
[paragraph, [614.0, 1132.0, 474.0, 36.0], IeC851G5C7, 6472972]
[section-title, [127.0, 1147.0, 472.0, 49.5], shoonya_0sU4YZHSXCZHKN, 6472972]
[paragraph, [611.0, 1197.0, 479.0, 36.0], 2Y8dTsKyJf, 6472972]
[paragraph, [611.0, 1233.0, 479.0, 36.0], 2Y8dTsKyJf, 6472972]
[paragraph, [611.0, 1269.0, 479.0, 36.0], 2Y8dTsKyJf, 6472972]
[paragraph, [611.0, 1305.0, 479.0, 36.0], 2Y8dTsKyJf, 6472972]
[paragraph, [611.0, 1341.0, 479.0, 36.0], 2Y8dTsKyJf, 6472972]
[paragraph, [611.0, 1377.0, 479.0, 36.0], 2Y8dTsKyJf, 6472972]
[paragraph, [127.0, 1198.0, 474.0, 36.0], shoonya_2s0YUGDN8JW1QL, 6472972]
[paragraph, [127.0, 1234.0, 474.0, 36.0], shoonya_2s0YUGDN8JW1QL, 6472972]
[paragraph, [127.0, 1270.0, 474.0, 36.0], shoonya_2s0YUGDN8JW1QL, 6472972]
[paragraph, [127.0, 1306.0, 474.0, 36.0], shoonya_2s0YUGDN8JW1QL, 6472972]
[paragraph, [127.0, 1342.0, 474.0, 36.0], shoonya_2s0YUGDN8JW1QL, 6472972]
[paragraph, [127.0, 1378.0, 474.0, 36.0], shoonya_2s0YUGDN8JW1QL, 6472972]
