[2339, 1653]
[folio, [260.0, 183.0, 266.0, 36.0], WlP6DyQALM, 5655138]
[folio, [260.0, 219.0, 266.0, 36.0], WlP6DyQALM, 5655138]
[paragraph, [268.0, 286.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 322.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 358.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 394.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 430.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 466.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 502.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 538.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 574.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 610.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 646.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 682.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 718.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 754.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 790.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 826.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 862.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 898.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 934.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 970.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1006.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1042.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1078.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1114.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1150.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1186.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1222.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1258.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1294.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1330.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1366.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1402.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1438.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1474.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1510.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1546.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1582.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1618.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1654.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1690.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1726.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1762.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1798.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1834.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1870.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1906.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1942.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 1978.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 2014.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
[paragraph, [268.0, 2050.0, 1115.0, 36.0], shoonya_0sDHJWPIQZR9B0, 5655138]
