[1298, 853]
[section-title, [280.0, 70.0, 282.0, 30.0], mAG5UVxYZs, 5710222]
[paragraph, [57.0, 117.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 135.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 153.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 171.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 189.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 207.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 225.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 243.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 261.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 279.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 297.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 315.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 333.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [57.0, 351.0, 738.0, 18.0], shoonya_0sQA926JCOO4KP, 5710222]
[paragraph, [54.0, 370.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 388.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 406.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 424.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 442.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 460.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 478.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 496.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 514.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 532.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [54.0, 550.0, 747.0, 18.0], shoonya_1sJM3HLNHDXME5, 5710222]
[paragraph, [56.0, 578.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 596.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 614.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 632.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 650.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 668.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 686.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 704.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 722.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 740.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 758.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [56.0, 776.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
