[886, 612]
[section-title, [206.0, 113.0, 228.0, 30.0], shoonya_3sPKW9YVK7G7HN, 6459344]
[jumpline, [261.0, 160.0, 123.0, 18.0], GtsIYbW4Zv, 6459344]
[paragraph, [96.0, 221.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 239.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 257.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 275.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 293.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 311.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 329.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 347.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 365.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 383.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 401.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 419.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 437.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 455.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 473.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 491.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 509.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 527.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [96.0, 545.0, 462.0, 18.0], shoonya_0sNFAL6R3H3T1F, 6459344]
[paragraph, [99.0, 574.0, 460.0, 18.0], shoonya_1sJQ47RG9IKCAD, 6459344]
[paragraph, [99.0, 592.0, 460.0, 18.0], shoonya_1sJQ47RG9IKCAD, 6459344]
[paragraph, [99.0, 610.0, 460.0, 18.0], shoonya_1sJQ47RG9IKCAD, 6459344]
[paragraph, [99.0, 628.0, 460.0, 18.0], shoonya_1sJQ47RG9IKCAD, 6459344]
[paragraph, [99.0, 646.0, 460.0, 18.0], shoonya_1sJQ47RG9IKCAD, 6459344]
[paragraph, [99.0, 664.0, 460.0, 18.0], shoonya_1sJQ47RG9IKCAD, 6459344]
[paragraph, [99.0, 682.0, 460.0, 18.0], shoonya_1sJQ47RG9IKCAD, 6459344]
[paragraph, [99.0, 700.0, 460.0, 18.0], shoonya_1sJQ47RG9IKCAD, 6459344]
[paragraph, [99.0, 718.0, 460.0, 18.0], shoonya_1sJQ47RG9IKCAD, 6459344]
[paragraph, [102.0, 741.0, 463.0, 18.0], shoonya_2sYCXHT65LMGNA, 6459344]
[paragraph, [102.0, 759.0, 463.0, 18.0], shoonya_2sYCXHT65LMGNA, 6459344]
[paragraph, [102.0, 777.0, 463.0, 18.0], shoonya_2sYCXHT65LMGNA, 6459344]
[paragraph, [102.0, 795.0, 463.0, 18.0], shoonya_2sYCXHT65LMGNA, 6459344]
[paragraph, [102.0, 813.0, 463.0, 18.0], shoonya_2sYCXHT65LMGNA, 6459344]
