[2339, 1609]
[folio, [819.0, 104.0, 566.0, 36.0], TFJ1FuqBps, 5656102]
[folio, [819.0, 140.0, 566.0, 36.0], TFJ1FuqBps, 5656102]
[folio, [220.0, 112.0, 385.0, 36.0], -92AK9-GU5, 5656102]
[headline, [363.0, 208.0, 877.0, 67.5], oR4OuhuZcD, 5656102]
[author, [672.0, 388.0, 253.0, 36.0], shoonya_6s1SZC78WGYY9K, 5656102]
[contact-info, [437.0, 456.0, 767.0, 36.0], ICxPSaf55G, 5656102]
[contact-info, [437.0, 492.0, 767.0, 36.0], ICxPSaf55G, 5656102]
[contact-info, [437.0, 528.0, 767.0, 36.0], ICxPSaf55G, 5656102]
[contact-info, [437.0, 564.0, 767.0, 36.0], ICxPSaf55G, 5656102]
[contact-info, [437.0, 600.0, 767.0, 36.0], ICxPSaf55G, 5656102]
[contact-info, [437.0, 636.0, 767.0, 36.0], ICxPSaf55G, 5656102]
[contact-info, [437.0, 672.0, 767.0, 36.0], ICxPSaf55G, 5656102]
[paragraph, [108.0, 821.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 857.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 893.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 929.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 965.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1001.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1037.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1073.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1109.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1145.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1181.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1217.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1253.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1289.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1325.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1361.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [108.0, 1397.0, 1380.0, 36.0], shoonya_1sU3JAIDPMXQH3, 5656102]
[paragraph, [126.0, 1463.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1499.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1535.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1571.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1607.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1643.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1679.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1715.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1751.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1787.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1823.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1859.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1895.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1931.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 1967.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 2003.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 2039.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[paragraph, [126.0, 2075.0, 1356.0, 36.0], shoonya_0sQPLREA0FJHNM, 5656102]
[folio, [148.0, 2150.0, 552.0, 36.0], dDADsCGd0I, 5656102]
[folio, [148.0, 2186.0, 552.0, 36.0], dDADsCGd0I, 5656102]
[folio, [911.0, 2156.0, 564.0, 36.0], zsNwNZZnx3, 5656102]
