[1638, 1048]
[paragraph, [103.0, 161.0, 837.0, 36.0], shoonya_2s0J1YMPAQ96TK, 5680521]
[paragraph, [103.0, 197.0, 837.0, 36.0], shoonya_2s0J1YMPAQ96TK, 5680521]
[paragraph, [103.0, 233.0, 837.0, 36.0], shoonya_2s0J1YMPAQ96TK, 5680521]
[paragraph, [103.0, 269.0, 837.0, 36.0], shoonya_2s0J1YMPAQ96TK, 5680521]
[paragraph, [100.0, 335.0, 847.0, 36.0], shoonya_5sM9JUPKWXC6ZP, 5680521]
[paragraph, [100.0, 371.0, 847.0, 36.0], shoonya_5sM9JUPKWXC6ZP, 5680521]
[paragraph, [100.0, 407.0, 847.0, 36.0], shoonya_5sM9JUPKWXC6ZP, 5680521]
[paragraph, [100.0, 443.0, 847.0, 36.0], shoonya_5sM9JUPKWXC6ZP, 5680521]
[paragraph, [100.0, 479.0, 847.0, 36.0], shoonya_5sM9JUPKWXC6ZP, 5680521]
[paragraph, [100.0, 515.0, 847.0, 36.0], shoonya_5sM9JUPKWXC6ZP, 5680521]
[paragraph, [100.0, 551.0, 847.0, 36.0], shoonya_5sM9JUPKWXC6ZP, 5680521]
[paragraph, [100.0, 587.0, 847.0, 36.0], shoonya_5sM9JUPKWXC6ZP, 5680521]
[paragraph, [100.0, 623.0, 847.0, 36.0], shoonya_5sM9JUPKWXC6ZP, 5680521]
[paragraph, [104.0, 682.0, 844.0, 36.0], P2g70dHkYg, 5680521]
[paragraph, [104.0, 718.0, 844.0, 36.0], P2g70dHkYg, 5680521]
[paragraph, [104.0, 754.0, 844.0, 36.0], P2g70dHkYg, 5680521]
[paragraph, [104.0, 790.0, 844.0, 36.0], P2g70dHkYg, 5680521]
[paragraph, [104.0, 826.0, 844.0, 36.0], P2g70dHkYg, 5680521]
[paragraph, [104.0, 862.0, 844.0, 36.0], P2g70dHkYg, 5680521]
[paragraph, [104.0, 898.0, 844.0, 36.0], P2g70dHkYg, 5680521]
[paragraph, [104.0, 934.0, 844.0, 36.0], P2g70dHkYg, 5680521]
[paragraph, [104.0, 970.0, 844.0, 36.0], P2g70dHkYg, 5680521]
[paragraph, [261.0, 1026.0, 541.0, 36.0], hJYPo4FWl7, 5680521]
[paragraph, [261.0, 1062.0, 541.0, 36.0], hJYPo4FWl7, 5680521]
[paragraph, [102.0, 1112.0, 842.0, 36.0], 8SynbtKVHP, 5680521]
[paragraph, [102.0, 1148.0, 842.0, 36.0], 8SynbtKVHP, 5680521]
[paragraph, [102.0, 1200.0, 843.0, 36.0], 33FwZf1DFx, 5680521]
[paragraph, [102.0, 1236.0, 843.0, 36.0], 33FwZf1DFx, 5680521]
[paragraph, [102.0, 1272.0, 843.0, 36.0], 33FwZf1DFx, 5680521]
[paragraph, [103.0, 1328.0, 841.0, 36.0], G5mY3Fs7k8, 5680521]
[paragraph, [103.0, 1364.0, 841.0, 36.0], G5mY3Fs7k8, 5680521]
[paragraph, [103.0, 1400.0, 841.0, 36.0], G5mY3Fs7k8, 5680521]
[paragraph, [103.0, 1455.0, 841.0, 36.0], wrfskaP1GG, 5680521]
[paragraph, [103.0, 1491.0, 841.0, 36.0], wrfskaP1GG, 5680521]
