[3509, 2482]
[folio, [825.0, 204.0, 480.0, 52.5], MwjuMckzhE, 5691466]
[paragraph, [213.0, 341.0, 1757.0, 52.5], shoonya_5sMZZNIXTDNVKW, 5691466]
[paragraph, [213.0, 393.5, 1757.0, 52.5], shoonya_5sMZZNIXTDNVKW, 5691466]
[paragraph, [213.0, 446.0, 1757.0, 52.5], shoonya_5sMZZNIXTDNVKW, 5691466]
[paragraph, [245.0, 496.0, 930.0, 52.5], 16_NHt-IMo, 5691466]
[paragraph, [245.0, 548.5, 930.0, 52.5], 16_NHt-IMo, 5691466]
[paragraph, [309.0, 585.0, 269.0, 52.5], shoonya_3sYCKRM1R2GT2N, 5691466]
[paragraph, [211.0, 644.0, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 696.5, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 749.0, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 801.5, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 854.0, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 906.5, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 959.0, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 1011.5, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 1064.0, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 1116.5, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 1169.0, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 1221.5, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 1274.0, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 1326.5, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [211.0, 1379.0, 1753.0, 52.5], shoonya_0s7KGCT4WPY78T, 5691466]
[paragraph, [248.0, 1486.0, 1104.0, 52.5], hjwg2vS0dI, 5691466]
[paragraph, [288.0, 1557.0, 1693.0, 52.5], qmUosjml10, 5691466]
[paragraph, [207.0, 1644.0, 738.0, 52.5], 4tytGtpgQm, 5691466]
[paragraph, [269.0, 1715.0, 1154.0, 52.5], _lAbH9KVKn, 5691466]
[section-title, [977.0, 2069.0, 254.0, 93.0], Rz88gtk2QP, 5691466]
[paragraph, [258.0, 2224.0, 659.0, 52.5], shoonya_4sSSFFDB05BZDE, 5691466]
[paragraph, [173.0, 2308.0, 1830.0, 52.5], IOBasn9_oB, 5691466]
[paragraph, [173.0, 2360.5, 1830.0, 52.5], IOBasn9_oB, 5691466]
[paragraph, [173.0, 2413.0, 1830.0, 52.5], IOBasn9_oB, 5691466]
[paragraph, [173.0, 2465.5, 1830.0, 52.5], IOBasn9_oB, 5691466]
[paragraph, [173.0, 2518.0, 1830.0, 52.5], IOBasn9_oB, 5691466]
[paragraph, [173.0, 2570.5, 1830.0, 52.5], IOBasn9_oB, 5691466]
[paragraph, [173.0, 2623.0, 1830.0, 52.5], IOBasn9_oB, 5691466]
[paragraph, [291.0, 2699.0, 682.0, 52.5], If05u22WH_, 5691466]
[paragraph, [307.0, 2779.0, 384.0, 52.5], _RSGbHB-GJ, 5691466]
[paragraph, [226.0, 2848.0, 1821.0, 52.5], wwdrRYkOW8, 5691466]
[paragraph, [226.0, 2900.5, 1821.0, 52.5], wwdrRYkOW8, 5691466]
[paragraph, [226.0, 2953.0, 1821.0, 52.5], wwdrRYkOW8, 5691466]
[paragraph, [226.0, 3005.5, 1821.0, 52.5], wwdrRYkOW8, 5691466]
[paragraph, [226.0, 3058.0, 1821.0, 52.5], wwdrRYkOW8, 5691466]
[paragraph, [226.0, 3110.5, 1821.0, 52.5], wwdrRYkOW8, 5691466]
[paragraph, [226.0, 3163.0, 1821.0, 52.5], wwdrRYkOW8, 5691466]
[folio, [561.0, 3264.0, 222.0, 52.5], shoonya_2sMO9H8FINBN01, 5691466]
