[3442, 2665]
[paragraph, [106.0, 154.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 206.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 259.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 311.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 364.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 416.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 469.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 521.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 574.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 626.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 679.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 731.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 784.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 836.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 889.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 941.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 994.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 1046.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 1099.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 1151.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 1204.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 1256.5, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [106.0, 1309.0, 2508.0, 52.5], shoonya_0sO7IPP6PCQUR9, 6473975]
[paragraph, [166.0, 1521.0, 2315.0, 52.5], XnBOWFD_K7, 6473975]
[paragraph, [166.0, 1573.5, 2315.0, 52.5], XnBOWFD_K7, 6473975]
[paragraph, [166.0, 1626.0, 2315.0, 52.5], XnBOWFD_K7, 6473975]
[paragraph, [166.0, 1678.5, 2315.0, 52.5], XnBOWFD_K7, 6473975]
[paragraph, [166.0, 1731.0, 2315.0, 52.5], XnBOWFD_K7, 6473975]
[paragraph, [166.0, 1783.5, 2315.0, 52.5], XnBOWFD_K7, 6473975]
[paragraph, [166.0, 1836.0, 2315.0, 52.5], XnBOWFD_K7, 6473975]
[paragraph, [166.0, 1888.5, 2315.0, 52.5], XnBOWFD_K7, 6473975]
[paragraph, [166.0, 1941.0, 2315.0, 52.5], XnBOWFD_K7, 6473975]
[paragraph, [133.0, 2120.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2172.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2225.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2277.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2330.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2382.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2435.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2487.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2540.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2592.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2645.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2697.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2750.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2802.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2855.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2907.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 2960.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 3012.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 3065.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 3117.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 3170.0, 2378.0, 52.5], L9j3Bu4vur, 6473975]
[paragraph, [133.0, 3222.5, 2378.0, 52.5], L9j3Bu4vur, 6473975]
