[2339, 1653]
[folio, [1004.0, 154.0, 502.0, 36.0], shoonya_12sFJ57TAEGMON, 5685578]
[paragraph, [320.0, 247.0, 1167.0, 36.0], shoonya_0sWI0X887CK6M3, 5685578]
[paragraph, [318.0, 316.0, 1168.0, 36.0], shoonya_2sM4NHMPH6Q76Z, 5685578]
[paragraph, [318.0, 352.0, 1168.0, 36.0], shoonya_2sM4NHMPH6Q76Z, 5685578]
[paragraph, [318.0, 388.0, 1168.0, 36.0], shoonya_2sM4NHMPH6Q76Z, 5685578]
[paragraph, [318.0, 424.0, 1168.0, 36.0], shoonya_2sM4NHMPH6Q76Z, 5685578]
[paragraph, [318.0, 460.0, 1168.0, 36.0], shoonya_2sM4NHMPH6Q76Z, 5685578]
[paragraph, [318.0, 496.0, 1168.0, 36.0], shoonya_2sM4NHMPH6Q76Z, 5685578]
[paragraph, [318.0, 532.0, 1168.0, 36.0], shoonya_2sM4NHMPH6Q76Z, 5685578]
[paragraph, [318.0, 568.0, 1168.0, 36.0], shoonya_2sM4NHMPH6Q76Z, 5685578]
[paragraph, [314.0, 646.0, 1176.0, 36.0], shoonya_7sWR3FEKQZ8Q94, 5685578]
[paragraph, [314.0, 682.0, 1176.0, 36.0], shoonya_7sWR3FEKQZ8Q94, 5685578]
[paragraph, [314.0, 718.0, 1176.0, 36.0], shoonya_7sWR3FEKQZ8Q94, 5685578]
[paragraph, [314.0, 754.0, 1176.0, 36.0], shoonya_7sWR3FEKQZ8Q94, 5685578]
[paragraph, [314.0, 790.0, 1176.0, 36.0], shoonya_7sWR3FEKQZ8Q94, 5685578]
[paragraph, [314.0, 826.0, 1176.0, 36.0], shoonya_7sWR3FEKQZ8Q94, 5685578]
[paragraph, [314.0, 862.0, 1176.0, 36.0], shoonya_7sWR3FEKQZ8Q94, 5685578]
[paragraph, [314.0, 898.0, 1176.0, 36.0], shoonya_7sWR3FEKQZ8Q94, 5685578]
[paragraph, [314.0, 934.0, 1176.0, 36.0], shoonya_7sWR3FEKQZ8Q94, 5685578]
[section-title, [165.0, 998.0, 542.0, 52.5], shoonya_4s3XVED9VNBO9Z, 5685578]
[paragraph, [315.0, 1101.0, 1171.0, 36.0], shoonya_1sVN95JFVVZJNZ, 5685578]
[paragraph, [315.0, 1137.0, 1171.0, 36.0], shoonya_1sVN95JFVVZJNZ, 5685578]
[paragraph, [315.0, 1173.0, 1171.0, 36.0], shoonya_1sVN95JFVVZJNZ, 5685578]
[paragraph, [315.0, 1209.0, 1171.0, 36.0], shoonya_1sVN95JFVVZJNZ, 5685578]
[paragraph, [315.0, 1245.0, 1171.0, 36.0], shoonya_1sVN95JFVVZJNZ, 5685578]
[paragraph, [315.0, 1281.0, 1171.0, 36.0], shoonya_1sVN95JFVVZJNZ, 5685578]
[paragraph, [317.0, 1331.0, 1171.0, 36.0], shoonya_3s7X0D2MYS2Y0Q, 5685578]
[paragraph, [317.0, 1367.0, 1171.0, 36.0], shoonya_3s7X0D2MYS2Y0Q, 5685578]
[paragraph, [317.0, 1403.0, 1171.0, 36.0], shoonya_3s7X0D2MYS2Y0Q, 5685578]
[paragraph, [317.0, 1439.0, 1171.0, 36.0], shoonya_3s7X0D2MYS2Y0Q, 5685578]
[paragraph, [317.0, 1475.0, 1171.0, 36.0], shoonya_3s7X0D2MYS2Y0Q, 5685578]
[paragraph, [317.0, 1511.0, 1171.0, 36.0], shoonya_3s7X0D2MYS2Y0Q, 5685578]
[paragraph, [317.0, 1547.0, 1171.0, 36.0], shoonya_3s7X0D2MYS2Y0Q, 5685578]
[paragraph, [317.0, 1583.0, 1171.0, 36.0], shoonya_3s7X0D2MYS2Y0Q, 5685578]
[paragraph, [320.0, 1655.0, 1172.0, 36.0], shoonya_9sJ6A0O0UAVZCJ, 5685578]
[paragraph, [320.0, 1691.0, 1172.0, 36.0], shoonya_9sJ6A0O0UAVZCJ, 5685578]
[paragraph, [320.0, 1727.0, 1172.0, 36.0], shoonya_9sJ6A0O0UAVZCJ, 5685578]
[paragraph, [320.0, 1763.0, 1172.0, 36.0], shoonya_9sJ6A0O0UAVZCJ, 5685578]
[paragraph, [320.0, 1799.0, 1172.0, 36.0], shoonya_9sJ6A0O0UAVZCJ, 5685578]
[paragraph, [320.0, 1835.0, 1172.0, 36.0], shoonya_9sJ6A0O0UAVZCJ, 5685578]
[paragraph, [316.0, 1883.0, 1172.0, 36.0], shoonya_10sTBGOR17IEGT, 5685578]
[paragraph, [316.0, 1919.0, 1172.0, 36.0], shoonya_10sTBGOR17IEGT, 5685578]
[paragraph, [316.0, 1955.0, 1172.0, 36.0], shoonya_10sTBGOR17IEGT, 5685578]
[paragraph, [316.0, 1991.0, 1172.0, 36.0], shoonya_10sTBGOR17IEGT, 5685578]
[paragraph, [316.0, 2027.0, 1172.0, 36.0], shoonya_10sTBGOR17IEGT, 5685578]
