[2339, 1656]
[section-title, [193.0, 157.0, 397.0, 52.5], shoonya_6sTM4DPFMG6C21, 5735786]
[paragraph, [190.0, 231.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 267.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 303.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 339.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 375.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 411.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 447.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 483.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 519.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 555.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 591.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 627.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 663.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 699.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 735.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [190.0, 771.0, 1272.0, 36.0], shoonya_0sA2V4KKBJGTOY, 5735786]
[paragraph, [192.0, 840.0, 1266.0, 36.0], shoonya_2s0M3AFXIE9ZIY, 5735786]
[paragraph, [192.0, 876.0, 1266.0, 36.0], shoonya_2s0M3AFXIE9ZIY, 5735786]
[paragraph, [192.0, 912.0, 1266.0, 36.0], shoonya_2s0M3AFXIE9ZIY, 5735786]
[paragraph, [192.0, 948.0, 1266.0, 36.0], shoonya_2s0M3AFXIE9ZIY, 5735786]
[paragraph, [192.0, 984.0, 1266.0, 36.0], shoonya_2s0M3AFXIE9ZIY, 5735786]
[paragraph, [192.0, 1020.0, 1266.0, 36.0], shoonya_2s0M3AFXIE9ZIY, 5735786]
[paragraph, [192.0, 1056.0, 1266.0, 36.0], shoonya_2s0M3AFXIE9ZIY, 5735786]
[paragraph, [191.0, 1125.0, 1271.0, 36.0], shoonya_4sQBKBAP5TS41K, 5735786]
[paragraph, [191.0, 1161.0, 1271.0, 36.0], shoonya_4sQBKBAP5TS41K, 5735786]
[paragraph, [191.0, 1197.0, 1271.0, 36.0], shoonya_4sQBKBAP5TS41K, 5735786]
[paragraph, [191.0, 1233.0, 1271.0, 36.0], shoonya_4sQBKBAP5TS41K, 5735786]
[paragraph, [191.0, 1269.0, 1271.0, 36.0], shoonya_4sQBKBAP5TS41K, 5735786]
[paragraph, [191.0, 1305.0, 1271.0, 36.0], shoonya_4sQBKBAP5TS41K, 5735786]
[paragraph, [192.0, 1371.0, 1271.0, 36.0], shoonya_1sS7RKHW7WDDDI, 5735786]
[paragraph, [192.0, 1407.0, 1271.0, 36.0], shoonya_1sS7RKHW7WDDDI, 5735786]
[paragraph, [192.0, 1443.0, 1271.0, 36.0], shoonya_1sS7RKHW7WDDDI, 5735786]
[paragraph, [192.0, 1479.0, 1271.0, 36.0], shoonya_1sS7RKHW7WDDDI, 5735786]
[paragraph, [192.0, 1515.0, 1271.0, 36.0], shoonya_1sS7RKHW7WDDDI, 5735786]
[paragraph, [192.0, 1551.0, 1271.0, 36.0], shoonya_1sS7RKHW7WDDDI, 5735786]
[paragraph, [192.0, 1587.0, 1271.0, 36.0], shoonya_1sS7RKHW7WDDDI, 5735786]
[paragraph, [192.0, 1623.0, 1271.0, 36.0], shoonya_1sS7RKHW7WDDDI, 5735786]
[paragraph, [192.0, 1659.0, 1271.0, 36.0], shoonya_1sS7RKHW7WDDDI, 5735786]
[paragraph, [190.0, 1745.0, 1272.0, 36.0], shoonya_3sUGATDYJWT3I6, 5735786]
[paragraph, [190.0, 1781.0, 1272.0, 36.0], shoonya_3sUGATDYJWT3I6, 5735786]
[paragraph, [190.0, 1817.0, 1272.0, 36.0], shoonya_3sUGATDYJWT3I6, 5735786]
[paragraph, [190.0, 1853.0, 1272.0, 36.0], shoonya_3sUGATDYJWT3I6, 5735786]
[paragraph, [190.0, 1889.0, 1272.0, 36.0], shoonya_3sUGATDYJWT3I6, 5735786]
[paragraph, [190.0, 1925.0, 1272.0, 36.0], shoonya_3sUGATDYJWT3I6, 5735786]
